"Index","date","strong_team","weak_team","strong_score","weak_score","tournament","strong_overall","weak_overall","strong_attack","weak_attack","strong_midfield","weak_midfield","strong_deffense","weak_deffense","strong_bu_speed","weak_bu_speed","strong_bu_passing","weak_bu_passing","strong_bu_positioning","weak_bu_positioning","strong_cc_crossing","weak_cc_crossing","strong_cc_passing","weak_cc_passing","strong_cc_shooting","weak_cc_shooting","strong_cc_positioning","weak_cc_positioning","strong_aggression","weak_aggression","strong_preassure","weak_preassure","strong_avg_age","weak_avg_age","win","dif_overall","dif_attack","dif_midfield","dif_deffense","dif_bu_speed","dif_bu_passing","dif_cc_crossing","dif_cc_passing","dif_cc_shooting","dif_aggression","dif_preassure","dif_avg_age"
"976",2016-10-06,"Colombia","Paraguay",1,0,"FIFA World Cup qualification",76,73,75,73,77,71,75,71,50,33,49,52,"Organised","Organised",50,32,50,33,65,48,"Organised","Organised",55,45,45,33,24.91,25.52,1,3,2,6,4,17,-3,18,17,17,10,12,-0.609999999999999
"977",2016-10-06,"Argentina","Peru",2,2,"FIFA World Cup qualification",82,68,88,69,80,66,77,67,32,50,39,64,"Organised","Organised",36,50,34,65,68,50,"Free Form","Organised",55,45,60,35,27.3,24.78,0,14,19,14,10,-18,-25,-14,-31,18,10,25,2.52
"978",2016-10-06,"Uruguay","Venezuela",3,0,"FIFA World Cup qualification",78,71,84,72,75,72,77,70,36,32,55,33,"Organised","Organised",34,38,51,32,37,32,"Organised","Organised",56,44,44,33,27.22,23.74,1,7,12,3,7,4,22,-4,19,5,12,11,3.48
"979",2016-10-07,"France","Bulgaria",4,1,"FIFA World Cup qualification",82,69,82,69,82,70,80,68,48,54,36,54,"Organised","Organised",52,63,49,62,52,33,"Organised","Organised",46,32,36,48,26.35,25.74,1,13,13,12,12,-6,-18,-11,-13,19,14,-12,0.610000000000003
"980",2016-10-07,"Switzerland","Hungary",3,2,"FIFA World Cup qualification",78,71,76,73,77,70,78,68,62,52,52,53,"Organised","Organised",59,55,59,62,43,42,"Organised","Organised",45,47,51,47,24.7,25.78,1,7,3,7,10,10,-1,4,-3,1,-2,4,-1.08
"981",2016-10-08,"Germany","Czech Republic",3,0,"FIFA World Cup qualification",84,75,78,73,83,74,82,73,63,47,40,50,"Organised","Organised",48,56,48,53,63,52,"Organised","Organised",57,44,44,47,23.96,27.39,1,9,5,9,9,16,-10,-8,-5,11,13,-3,-3.43
"982",2016-10-08,"Mexico","New Zealand",2,1,"Friendly",77,64,76,66,79,61,76,66,53,44,54,65,"Organised","Organised",58,65,68,50,37,35,"Organised","Organised",58,53,46,30,26.7,23.48,1,13,10,18,10,9,-11,-7,18,2,5,16,3.22
"983",2016-10-08,"Poland","Denmark",3,2,"FIFA World Cup qualification",76,76,82,74,75,77,74,75,55,55,35,59,"Free Form","Organised",47,51,36,38,56,49,"Free Form","Organised",56,55,37,66,26.22,25.13,1,0,8,-2,-1,0,-24,-4,-2,7,1,-29,1.09
"984",2016-10-10,"France","Netherlands",1,0,"FIFA World Cup qualification",82,79,82,81,82,78,80,77,48,45,36,37,"Organised","Organised",52,52,49,55,52,39,"Organised","Organised",46,50,36,48,26.35,24.26,1,3,1,4,3,3,-1,0,-6,13,-4,-12,2.09
"985",2016-10-10,"Sweden","Bulgaria",3,0,"FIFA World Cup qualification",74,69,76,69,73,70,74,68,49,54,45,54,"Organised","Organised",64,63,33,62,37,33,"Organised","Organised",59,32,42,48,26,25.74,1,5,7,3,6,-5,-9,1,-29,4,27,-6,0.260000000000002
"986",2016-10-11,"Argentina","Paraguay",0,1,"FIFA World Cup qualification",82,73,88,73,80,71,77,71,32,33,39,52,"Organised","Organised",36,32,34,33,68,48,"Free Form","Organised",55,45,60,33,27.3,25.52,0,9,15,9,6,-1,-13,4,1,20,10,27,1.78
"987",2016-10-11,"Ecuador","Bolivia",2,2,"FIFA World Cup qualification",73,65,74,61,72,65,69,65,50,33,64,62,"Organised","Organised",50,32,65,66,50,37,"Organised","Organised",45,45,35,34,26.96,25.91,0,8,13,7,4,17,2,18,-1,13,0,1,1.05
"988",2016-10-11,"Chile","Peru",2,1,"FIFA World Cup qualification",77,68,80,69,77,66,75,67,64,50,35,64,"Organised","Organised",44,50,68,65,50,50,"Organised","Organised",65,45,35,35,27.52,24.78,1,9,11,11,8,14,-29,-6,3,0,20,0,2.74
"989",2016-10-11,"Uruguay","Colombia",2,2,"FIFA World Cup qualification",78,76,84,75,75,77,77,75,36,50,55,49,"Organised","Organised",34,50,51,50,37,65,"Organised","Organised",56,55,44,45,27.22,24.91,0,2,9,-2,2,-14,6,-16,1,-28,1,-1,2.31
"990",2016-10-11,"Germany","Northern Ireland",2,0,"FIFA World Cup qualification",84,70,78,68,83,69,82,69,63,57,40,55,"Organised","Organised",48,45,48,50,63,62,"Organised","Organised",57,50,44,40,23.96,26.87,1,14,10,14,13,6,-15,3,-2,1,7,4,-2.91
"991",2016-10-11,"England","Slovenia",0,0,"FIFA World Cup qualification",80,73,81,70,79,73,80,72,54,51,56,53,"Organised","Organised",67,67,56,66,51,45,"Organised","Organised",47,36,43,46,24.22,25.52,0,7,11,6,8,3,3,0,-10,6,11,-3,-1.3
"992",2016-10-11,"Brazil","Venezuela",2,0,"FIFA World Cup qualification",83,71,84,72,80,72,83,70,62,32,48,33,"Organised","Organised",42,38,57,32,54,32,"Organised","Organised",37,44,61,33,26.09,23.74,1,12,12,8,13,30,15,4,25,22,-7,28,2.35
"993",2016-11-09,"Belgium","Netherlands",1,1,"Friendly",81,79,80,81,82,78,77,77,33,45,36,37,"Organised","Organised",33,52,36,55,46,39,"Free Form","Organised",56,50,58,48,25.04,24.26,0,2,-1,4,0,-12,-1,-19,-19,7,6,10,0.779999999999998
"994",2016-11-10,"Brazil","Argentina",3,0,"FIFA World Cup qualification",83,82,84,88,80,80,83,77,62,32,48,39,"Organised","Organised",42,36,57,34,54,68,"Organised","Free Form",37,55,61,60,26.09,27.3,1,1,-4,0,6,30,9,6,23,-14,-18,1,-1.21
"995",2016-11-10,"Chile","Colombia",0,0,"FIFA World Cup qualification",77,76,80,75,77,77,75,75,64,50,35,49,"Organised","Organised",44,50,68,50,50,65,"Organised","Organised",65,55,35,45,27.52,24.91,0,1,5,0,0,14,-14,-6,18,-15,10,-10,2.61
"996",2016-11-10,"Paraguay","Peru",1,4,"FIFA World Cup qualification",73,68,73,69,71,66,71,67,33,50,52,64,"Organised","Organised",32,50,33,65,48,50,"Organised","Organised",45,45,33,35,25.52,24.78,0,5,4,5,4,-17,-12,-18,-32,-2,0,-2,0.739999999999998
"997",2016-11-10,"Uruguay","Ecuador",2,1,"FIFA World Cup qualification",78,73,84,74,75,72,77,69,36,50,55,64,"Organised","Organised",34,50,51,65,37,50,"Organised","Organised",56,45,44,35,27.22,26.96,1,5,10,3,8,-14,-9,-16,-14,-13,11,9,0.259999999999998
"998",2016-11-10,"Venezuela","Bolivia",5,0,"FIFA World Cup qualification",71,65,72,61,72,65,70,65,32,33,33,62,"Organised","Organised",38,32,32,66,32,37,"Organised","Organised",44,45,33,34,23.74,25.91,1,6,11,7,5,-1,-29,6,-34,-5,-1,-1,-2.17
"999",2016-11-11,"Czech Republic","Norway",2,1,"FIFA World Cup qualification",75,73,73,70,74,72,73,71,47,63,50,59,"Organised","Organised",56,52,53,68,52,61,"Organised","Organised",44,47,47,33,27.39,24.39,1,2,3,2,2,-16,-9,4,-15,-9,-3,14,3
"1000",2016-11-11,"England","Scotland",3,0,"FIFA World Cup qualification",80,74,81,76,79,74,80,72,54,40,56,45,"Organised","Organised",67,55,56,40,51,55,"Organised","Organised",47,50,43,40,24.22,28.09,1,6,5,5,8,14,11,12,16,-4,-3,3,-3.87
"1001",2016-11-11,"France","Sweden",2,1,"FIFA World Cup qualification",82,74,82,76,82,73,80,74,48,49,36,45,"Organised","Organised",52,64,49,33,52,37,"Organised","Organised",46,59,36,42,26.35,26,1,8,6,9,6,-1,-9,-12,16,15,-13,-6,0.350000000000001
"1002",2016-11-11,"Poland","Romania",3,0,"FIFA World Cup qualification",76,73,82,71,75,72,74,73,55,55,35,50,"Free Form","Organised",47,65,36,40,56,35,"Free Form","Organised",56,45,37,35,26.22,27.39,1,3,11,3,1,0,-15,-18,-4,21,11,2,-1.17
"1003",2016-11-12,"Austria","Ireland",0,1,"FIFA World Cup qualification",75,75,73,75,77,74,76,75,61,45,48,45,"Organised","Organised",30,50,61,40,66,50,"Organised","Organised",63,40,54,40,26.39,28.22,0,0,-2,3,1,16,3,-20,21,16,23,14,-1.83
"1004",2016-11-14,"Poland","Slovenia",1,1,"Friendly",76,73,82,70,75,73,74,72,55,51,35,53,"Free Form","Organised",47,67,36,66,56,45,"Free Form","Organised",56,36,37,46,26.22,25.52,0,3,12,2,2,4,-18,-20,-30,11,20,-9,0.699999999999999
"1005",2016-11-15,"Argentina","Colombia",3,0,"FIFA World Cup qualification",82,76,88,75,80,77,77,75,32,50,39,49,"Organised","Organised",36,50,34,50,68,65,"Free Form","Organised",55,55,60,45,27.3,24.91,1,6,13,3,2,-18,-10,-14,-16,3,0,15,2.39
"1006",2016-11-15,"Paraguay","Bolivia",0,1,"FIFA World Cup qualification",73,65,73,61,71,65,71,65,33,33,52,62,"Organised","Organised",32,32,33,66,48,37,"Organised","Organised",45,45,33,34,25.52,25.91,0,8,12,6,6,0,-10,0,-33,11,0,-1,-0.390000000000001
"1007",2016-11-15,"Uruguay","Chile",1,3,"FIFA World Cup qualification",78,77,84,80,75,77,77,75,36,64,55,35,"Organised","Organised",34,44,51,68,37,50,"Organised","Organised",56,65,44,35,27.22,27.52,0,1,4,-2,2,-28,20,-10,-17,-13,-9,9,-0.300000000000001
"1008",2016-11-15,"Denmark","Czech Republic",1,1,"Friendly",76,75,74,73,77,74,75,73,55,47,59,50,"Organised","Organised",51,56,38,53,49,52,"Organised","Organised",55,44,66,47,25.13,27.39,0,1,1,3,2,8,9,-5,-15,-3,11,19,-2.26
"1009",2016-11-15,"Ecuador","Venezuela",3,0,"FIFA World Cup qualification",73,71,74,72,72,72,69,70,50,32,64,33,"Organised","Organised",50,38,65,32,50,32,"Organised","Organised",45,44,35,33,26.96,23.74,1,2,2,0,-1,18,31,12,33,18,1,2,3.22
"1010",2016-11-15,"Spain","England",2,2,"Friendly",84,80,81,81,85,79,83,80,41,54,38,56,"Organised","Organised",41,67,38,56,57,51,"Free Form","Organised",47,47,37,43,26.7,24.22,0,4,0,6,3,-13,-18,-26,-18,6,0,-6,2.48
"1011",2016-11-15,"France","Ivory Coast",0,0,"Friendly",82,76,82,78,82,77,80,71,48,66,36,49,"Organised","Organised",52,73,49,59,52,53,"Organised","Organised",46,51,36,55,26.35,26,0,6,4,5,9,-18,-13,-21,-10,-1,-5,-19,0.350000000000001
"1012",2016-11-15,"Germany","Italy",0,0,"Friendly",84,81,78,79,83,79,82,84,63,52,40,54,"Organised","Organised",48,60,48,42,63,42,"Organised","Organised",57,44,44,34,23.96,27.52,0,3,-1,4,-2,11,-14,-12,6,21,13,10,-3.56
"1013",2016-11-15,"Brazil","Peru",2,0,"FIFA World Cup qualification",83,68,84,69,80,66,83,67,62,50,48,64,"Organised","Organised",42,50,57,65,54,50,"Organised","Organised",37,45,61,35,26.09,24.78,1,15,15,14,16,12,-16,-8,-8,4,-8,26,1.31
"1014",2016-11-15,"Russia","Romania",1,0,"Friendly",77,73,78,71,76,72,77,73,65,55,53,50,"Organised","Organised",61,65,62,40,57,35,"Organised","Organised",47,45,47,35,27.65,27.39,1,4,7,4,4,10,3,-4,22,22,2,12,0.259999999999998
"1015",2017-01-08,"Ivory Coast","Sweden",2,1,"Friendly",76,74,78,76,77,73,71,74,66,49,49,45,"Organised","Organised",73,64,59,33,53,37,"Organised","Organised",51,59,55,42,26,26,1,2,2,4,-3,17,4,9,26,16,-8,13,0
"1016",2017-01-26,"Brazil","Colombia",1,0,"Friendly",83,76,84,75,80,77,83,75,62,50,48,49,"Organised","Organised",42,50,57,50,54,65,"Organised","Organised",37,55,61,45,26.09,24.91,1,7,9,3,8,12,-1,-8,7,-11,-18,16,1.18
"1017",2017-02-05,"Egypt","Cameroon",1,2,"African Cup of Nations",72,70,73,73,72,68,70,70,54,40,55,31,"Organised","Organised",53,68,46,58,65,50,"Organised","Organised",37,54,37,57,27.3,24.3,0,2,0,4,0,14,24,-15,-12,15,-17,-20,3
"1018",2017-03-22,"Germany","England",1,0,"Friendly",85,82,82,84,85,82,84,81,63,54,42,56,"Organised","Organised",48,67,48,56,63,51,"Organised","Organised",58,47,52,43,24.7,25.39,1,3,-2,3,3,9,-14,-19,-8,12,11,9,-0.690000000000001
"1019",2017-03-22,"Scotland","Canada",1,1,"Friendly",74,68,73,69,75,72,72,67,40,50,45,50,"Organised","Organised",55,50,40,35,55,50,"Organised","Organised",50,55,40,55,27.57,27,0,6,4,3,5,-10,-5,5,5,5,-5,-15,0.57
"1020",2017-03-23,"Argentina","Chile",1,0,"FIFA World Cup qualification",83,79,88,80,82,80,80,77,32,64,39,38,"Organised","Organised",36,42,34,63,68,64,"Free Form","Organised",64,65,60,59,27.43,28.65,1,4,8,2,3,-32,1,-6,-29,4,-1,1,-1.22
"1021",2017-03-23,"Colombia","Bolivia",1,0,"FIFA World Cup qualification",78,68,80,71,79,68,76,66,50,48,49,62,"Organised","Organised",50,32,50,66,65,37,"Organised","Organised",55,45,45,34,26.52,29.09,1,10,9,11,10,2,-13,18,-16,28,10,11,-2.57
"1022",2017-03-23,"Paraguay","Ecuador",2,1,"FIFA World Cup qualification",75,74,75,75,75,75,73,71,33,50,52,64,"Organised","Organised",32,50,33,65,48,50,"Organised","Organised",45,45,33,35,28.39,27.22,1,1,0,0,2,-17,-12,-18,-32,-2,0,-2,1.17
"1023",2017-03-23,"Brazil","Uruguay",4,1,"FIFA World Cup qualification",84,80,87,85,82,76,85,80,62,36,48,55,"Organised","Organised",42,34,57,51,54,37,"Organised","Organised",37,56,61,44,26.65,27.22,1,4,2,6,5,26,-7,8,6,17,-19,17,-0.57
"1024",2017-03-23,"Venezuela","Peru",2,2,"FIFA World Cup qualification",74,69,74,69,76,69,73,68,32,50,33,64,"Organised","Organised",38,50,32,65,32,50,"Organised","Organised",44,45,33,35,24.26,25.22,0,5,5,7,5,-18,-31,-12,-33,-18,-1,-2,-0.959999999999997
"1025",2017-03-24,"Ireland","Wales",0,0,"FIFA World Cup qualification",76,76,77,81,76,75,76,76,45,60,48,44,"Organised","Organised",50,46,40,53,50,40,"Organised","Organised",40,53,40,48,28.3,26.57,0,0,-4,1,0,-15,4,4,-13,10,-13,-8,1.73
"1026",2017-03-24,"Russia","Ivory Coast",0,2,"Friendly",77,76,79,76,77,77,76,76,45,66,39,49,"Organised","Organised",55,73,60,59,33,53,"Organised","Organised",33,51,30,55,26.17,24.74,0,1,3,0,0,-21,-10,-18,1,-20,-18,-25,1.43
"1027",2017-03-24,"Turkey","Finland",2,0,"FIFA World Cup qualification",78,71,78,71,79,70,78,69,40,56,50,48,"Organised","Organised",45,53,58,47,58,53,"Organised","Organised",50,35,45,33,26.43,26.48,1,7,7,9,9,-16,2,-8,11,5,15,12,-0.0500000000000007
"1028",2017-03-25,"Belgium","Greece",1,1,"FIFA World Cup qualification",83,75,84,77,82,73,84,77,41,55,38,60,"Organised","Organised",33,63,36,60,46,62,"Free Form","Organised",56,56,58,35,26.09,25.57,0,8,7,9,7,-14,-22,-30,-24,-16,0,23,0.52
"1029",2017-03-25,"Netherlands","Bulgaria",0,2,"FIFA World Cup qualification",80,70,80,69,81,70,80,69,45,54,37,54,"Organised","Organised",52,63,55,62,39,33,"Organised","Organised",50,34,48,48,25.3,26.7,0,10,11,11,11,-9,-17,-11,-7,6,16,0,-1.4
"1030",2017-03-25,"Portugal","Hungary",3,0,"FIFA World Cup qualification",83,72,85,73,82,73,82,70,57,61,34,53,"Organised","Organised",52,62,34,62,48,39,"Free Form","Organised",47,45,47,47,26,26.35,1,11,12,9,12,-4,-19,-10,-28,9,2,0,-0.350000000000001
"1031",2017-03-26,"Norway","Northern Ireland",0,2,"FIFA World Cup qualification",74,71,73,69,74,72,73,72,63,57,59,55,"Organised","Organised",52,45,68,50,61,62,"Organised","Organised",47,50,33,40,26,27.52,0,3,4,2,1,6,4,7,18,-1,-3,-7,-1.52
"1032",2017-03-26,"Denmark","Romania",0,0,"FIFA World Cup qualification",78,73,76,75,79,73,76,70,55,55,56,50,"Organised","Organised",58,65,46,45,50,35,"Organised","Organised",55,45,66,40,24.39,26.48,0,5,1,6,6,0,6,-7,1,15,10,26,-2.09
"1033",2017-03-26,"Scotland","Slovenia",1,0,"FIFA World Cup qualification",74,74,73,73,75,76,72,71,40,61,45,53,"Organised","Organised",55,67,40,66,55,55,"Organised","Organised",50,41,40,50,27.57,26.87,1,0,0,-1,1,-21,-8,-12,-26,0,9,-10,0.699999999999999
"1034",2017-03-28,"Austria","Finland",1,1,"Friendly",77,71,76,71,79,70,76,69,61,56,48,48,"Organised","Organised",54,53,61,47,66,53,"Organised","Organised",63,35,54,33,26.17,26.48,0,6,5,9,7,5,0,1,14,13,28,21,-0.309999999999999
"1035",2017-03-28,"Argentina","Bolivia",0,2,"FIFA World Cup qualification",83,68,88,71,82,68,80,66,32,48,39,62,"Organised","Organised",36,32,34,66,68,37,"Free Form","Organised",64,45,60,34,27.43,29.09,0,15,17,14,14,-16,-23,4,-32,31,19,26,-1.66
"1036",2017-03-28,"Brazil","Paraguay",3,0,"FIFA World Cup qualification",84,75,87,75,82,75,85,73,62,33,48,52,"Organised","Organised",42,32,57,33,54,48,"Organised","Organised",37,45,61,33,26.65,28.39,1,9,12,7,12,29,-4,10,24,6,-8,28,-1.74
"1037",2017-03-28,"Chile","Venezuela",3,1,"FIFA World Cup qualification",79,74,80,74,80,76,77,73,64,32,38,33,"Organised","Organised",42,38,63,32,64,32,"Organised","Organised",65,44,59,33,28.65,24.26,1,5,6,4,4,32,5,4,31,32,21,26,4.39
"1038",2017-03-28,"Colombia","Ecuador",2,0,"FIFA World Cup qualification",78,74,80,75,79,75,76,71,50,50,49,64,"Organised","Organised",50,50,50,65,65,50,"Organised","Organised",55,45,45,35,26.52,27.22,1,4,5,4,5,0,-15,0,-15,15,10,10,-0.699999999999999
"1039",2017-03-28,"Spain","France",2,0,"Friendly",85,84,83,84,85,84,86,82,41,52,38,36,"Organised","Organised",41,57,38,49,57,52,"Free Form","Organised",45,55,41,52,27.39,25.78,1,1,-1,1,4,-11,2,-16,-11,5,-10,-11,1.61
"1040",2017-03-28,"Italy","Netherlands",2,1,"Friendly",82,80,80,80,81,81,84,80,52,45,54,37,"Organised","Organised",60,52,42,55,42,39,"Organised","Organised",44,50,34,48,26.35,25.3,1,2,0,0,4,7,17,8,-13,3,-6,-14,1.05
"1041",2017-03-28,"Uruguay","Peru",1,2,"FIFA World Cup qualification",80,69,85,69,76,69,80,68,36,50,55,64,"Organised","Organised",34,50,51,65,37,50,"Organised","Organised",56,45,44,35,27.22,25.22,0,11,16,7,12,-14,-9,-16,-14,-13,11,9,2
"1042",2017-03-28,"Portugal","Sweden",2,3,"Friendly",83,75,85,77,82,76,82,76,57,49,34,45,"Organised","Organised",52,64,34,43,48,37,"Free Form","Organised",47,59,47,42,26,25.61,0,8,8,6,6,8,-11,-12,-9,11,-12,5,0.390000000000001
"1043",2017-03-28,"Belgium","Russia",3,3,"Friendly",83,77,84,79,82,77,84,76,41,45,38,39,"Organised","Organised",33,55,36,60,46,33,"Free Form","Organised",56,33,58,30,26.09,26.17,0,6,5,5,8,-4,-1,-22,-24,13,23,28,-0.0800000000000018
"1044",2017-06-01,"Mexico","Ireland",3,1,"Friendly",78,75,79,76,78,76,74,76,53,45,54,48,"Organised","Organised",58,50,68,40,37,50,"Organised","Organised",58,40,46,40,27.26,28.22,1,3,3,2,-2,8,6,8,28,-13,18,6,-0.959999999999997
"1045",2017-06-02,"France","Paraguay",5,0,"Friendly",83,75,82,74,83,75,81,72,52,33,36,52,"Organised","Organised",57,32,49,33,52,48,"Organised","Organised",55,45,52,33,24.74,28.09,1,8,8,8,9,19,-16,25,16,4,10,19,-3.35
"1046",2017-06-03,"USA","Venezuela",1,1,"Friendly",75,72,75,75,75,71,76,71,51,32,46,33,"Organised","Organised",49,38,54,32,36,32,"Free Form","Organised",63,44,54,33,26.91,23.04,0,3,0,4,5,19,13,11,22,4,19,21,3.87
"1047",2017-06-04,"Uruguay","Ireland",1,3,"Friendly",80,75,85,76,76,76,80,76,36,45,55,48,"Organised","Organised",34,50,51,40,37,50,"Organised","Organised",56,40,44,40,28.09,28.22,0,5,9,0,4,-9,7,-16,11,-13,16,4,-0.129999999999999
"1048",2017-06-04,"Netherlands","Ivory Coast",5,0,"Friendly",81,76,81,77,81,77,80,76,45,66,37,49,"Organised","Organised",52,73,55,59,39,53,"Organised","Organised",50,51,48,55,25.3,24.74,1,5,4,4,4,-21,-12,-21,-4,-14,-1,-7,0.560000000000002
"1049",2017-06-05,"Belgium","Czech Republic",2,1,"Friendly",84,75,85,73,83,76,84,74,41,47,38,50,"Organised","Organised",33,56,36,53,46,52,"Free Form","Organised",56,44,58,47,26.09,25.3,1,9,12,7,10,-6,-12,-23,-17,-6,12,11,0.789999999999999
"1050",2017-06-05,"Russia","Hungary",3,0,"Friendly",76,72,76,72,76,73,74,70,45,61,39,53,"Organised","Organised",55,62,60,62,33,39,"Organised","Organised",33,45,30,47,26.48,25.74,1,4,4,3,4,-16,-14,-7,-2,-6,-12,-17,0.740000000000002
"1051",2017-06-06,"Germany","Denmark",1,1,"Friendly",85,78,82,76,86,79,84,76,63,55,42,56,"Organised","Organised",48,58,48,46,63,50,"Organised","Organised",58,55,52,66,24.65,24.83,0,7,6,7,8,8,-14,-10,2,13,3,-14,-0.18
"1052",2017-06-07,"Italy","Uruguay",3,0,"Friendly",83,80,82,85,81,76,85,80,52,36,54,55,"Organised","Organised",60,34,42,51,42,37,"Organised","Organised",44,56,34,44,26.09,28.09,1,3,-3,5,5,16,-1,26,-9,5,-12,-10,-2
"1053",2017-06-07,"Spain","Colombia",2,2,"Friendly",85,78,84,79,85,79,85,76,41,50,38,49,"Organised","Organised",41,50,38,50,57,65,"Free Form","Organised",45,55,41,45,26.39,26.61,0,7,5,6,9,-9,-11,-9,-12,-8,-10,-4,-0.219999999999999
"1054",2017-06-08,"Ecuador","Venezuela",1,1,"Friendly",74,72,74,75,76,71,71,71,50,32,64,33,"Organised","Organised",50,38,65,32,50,32,"Organised","Organised",45,44,35,33,27.48,23.04,0,2,-1,5,0,18,31,12,33,18,1,2,4.44
"1055",2017-06-08,"Paraguay","Peru",0,1,"Friendly",75,70,74,72,75,69,72,68,33,50,52,64,"Organised","Organised",32,50,33,65,48,50,"Organised","Organised",45,45,33,35,28.09,24.7,0,5,2,6,4,-17,-12,-18,-32,-2,0,-2,3.39
"1056",2017-06-09,"Brazil","Argentina",0,1,"Friendly",84,83,87,87,82,83,85,80,62,32,48,39,"Organised","Organised",42,36,57,34,54,68,"Organised","Free Form",37,64,61,60,26.57,27.7,0,1,0,-1,5,30,9,6,23,-14,-27,1,-1.13
"1057",2017-06-09,"Chile","Russia",1,1,"Friendly",79,76,79,76,80,76,77,74,64,45,38,39,"Organised","Organised",42,55,63,60,64,33,"Organised","Organised",65,33,59,30,28.87,26.48,0,3,3,4,3,19,-1,-13,3,31,32,29,2.39
"1058",2017-06-09,"France","Sweden",1,2,"FIFA World Cup qualification",83,76,82,77,83,76,81,76,52,49,36,45,"Organised","Organised",57,64,49,43,52,37,"Organised","Organised",55,59,52,42,24.74,25.74,0,7,5,7,5,3,-9,-7,6,15,-4,10,-1
"1059",2017-06-10,"Czech Republic","Norway",1,1,"FIFA World Cup qualification",75,73,73,72,76,75,74,71,47,63,50,59,"Organised","Organised",56,52,53,68,52,61,"Organised","Organised",44,47,47,33,25.3,24.91,0,2,1,1,3,-16,-9,4,-15,-9,-3,14,0.390000000000001
"1060",2017-06-10,"Poland","Romania",3,1,"FIFA World Cup qualification",79,73,82,74,77,71,77,72,55,55,35,50,"Free Form","Organised",47,65,36,45,56,35,"Free Form","Organised",56,45,37,40,27.17,26.52,1,6,8,6,5,0,-15,-18,-9,21,11,-3,0.650000000000002
"1061",2017-06-10,"England","Scotland",2,2,"FIFA World Cup qualification",82,74,85,74,81,75,81,71,54,40,56,45,"Organised","Organised",67,55,56,40,51,55,"Organised","Organised",47,50,43,40,24.91,27.61,0,8,11,6,10,14,11,12,16,-4,-3,3,-2.7
"1062",2017-06-11,"Austria","Ireland",1,1,"FIFA World Cup qualification",77,75,78,76,77,76,77,76,61,45,48,48,"Organised","Organised",54,50,61,40,66,50,"Organised","Organised",63,40,54,40,25.61,28.22,0,2,2,1,1,16,0,4,21,16,23,14,-2.61
"1063",2017-06-11,"Mexico","USA",1,1,"FIFA World Cup qualification",78,75,79,75,78,75,74,76,53,51,54,46,"Organised","Organised",58,49,68,54,37,36,"Organised","Free Form",58,63,46,54,27.26,26.91,0,3,4,3,-2,2,8,9,14,1,-5,-8,0.350000000000001
"1064",2017-06-13,"Brazil","Australia",4,0,"Friendly",84,72,87,71,82,71,85,71,62,34,48,35,"Organised","Organised",42,65,57,47,54,35,"Organised","Organised",37,69,61,68,26.57,25.61,1,12,16,11,14,28,13,-23,10,19,-32,-7,0.960000000000001
"1065",2017-06-13,"Colombia","Cameroon",4,0,"Friendly",78,71,79,71,79,73,76,71,50,40,49,31,"Organised","Organised",50,68,50,58,65,50,"Organised","Organised",55,54,45,57,26.61,24.3,1,7,8,6,5,10,18,-18,-8,15,1,-12,2.31
"1066",2017-06-13,"France","England",3,2,"Friendly",83,82,82,85,83,81,81,81,52,54,36,56,"Organised","Organised",57,67,49,56,52,51,"Organised","Organised",55,47,52,43,24.74,24.91,1,1,-3,2,0,-2,-20,-10,-7,1,8,9,-0.170000000000002
"1067",2017-06-13,"Sweden","Norway",1,1,"Friendly",76,73,77,72,76,75,76,71,49,63,45,59,"Organised","Organised",64,52,43,68,37,61,"Organised","Organised",59,47,42,33,25.74,24.91,0,3,5,1,5,-14,-14,12,-25,-24,12,9,0.829999999999998
"1068",2017-06-13,"Chile","Romania",2,3,"Friendly",79,73,79,74,80,71,77,72,64,55,38,50,"Organised","Organised",42,65,63,45,64,35,"Organised","Organised",65,45,59,40,28.87,26.52,0,6,5,9,5,9,-12,-23,18,29,20,19,2.35
"1069",2017-06-18,"Chile","Cameroon",2,0,"Confederations Cup",79,71,79,71,80,73,77,71,64,40,38,31,"Organised","Organised",42,68,63,58,64,50,"Organised","Organised",65,54,59,57,28.87,24.3,1,8,8,7,6,24,7,-26,5,14,11,2,4.57
"1070",2017-06-18,"Portugal","Mexico",2,2,"Confederations Cup",83,78,85,79,82,78,82,74,57,53,34,54,"Organised","Organised",52,58,34,68,48,37,"Free Form","Organised",47,58,47,46,26.22,27.26,0,5,6,4,8,4,-20,-6,-34,11,-11,1,-1.04
"1071",2017-06-19,"Germany","Australia",3,2,"Confederations Cup",85,72,82,71,86,71,84,71,63,34,42,35,"Organised","Organised",48,65,48,47,63,35,"Organised","Organised",58,69,52,68,24.65,25.61,1,13,11,15,13,29,7,-17,1,28,-11,-16,-0.960000000000001
"1072",2017-06-21,"Portugal","Russia",1,0,"Confederations Cup",83,76,85,76,82,76,82,74,57,45,34,39,"Organised","Organised",52,55,34,60,48,33,"Free Form","Organised",47,33,47,30,26.22,26.48,1,7,9,6,8,12,-5,-3,-26,15,14,17,-0.260000000000002
"1073",2017-06-22,"Australia","Cameroon",1,1,"Confederations Cup",72,71,71,71,71,73,71,71,34,40,35,31,"Organised","Organised",65,68,47,58,35,50,"Organised","Organised",69,54,68,57,25.61,24.3,0,1,0,-2,0,-6,4,-3,-11,-15,15,11,1.31
