"Index","date","strong_team","weak_team","strong_score","weak_score","tournament","strong_overall","weak_overall","strong_attack","weak_attack","strong_midfield","weak_midfield","strong_deffense","weak_deffense","strong_bu_speed","weak_bu_speed","strong_bu_passing","weak_bu_passing","strong_bu_positioning","weak_bu_positioning","strong_cc_crossing","weak_cc_crossing","strong_cc_passing","weak_cc_passing","strong_cc_shooting","weak_cc_shooting","strong_cc_positioning","weak_cc_positioning","strong_aggression","weak_aggression","strong_preassure","weak_preassure","strong_avg_age","weak_avg_age","win","dif_overall","dif_attack","dif_midfield","dif_deffense","dif_bu_speed","dif_bu_passing","dif_cc_crossing","dif_cc_passing","dif_cc_shooting","dif_aggression","dif_preassure","dif_avg_age"
"242",2011-11-15,"USA","Slovenia",3,2,"Friendly",75,71,71,69,73,71,71,69,44,78,50,57,"Organised","Organised",45,62,31,30,39,61,"Organised","Organised",45,70,48,65,24.93,25.3,1,4,2,2,2,-34,-7,-17,1,-22,-25,-17,-0.370000000000001
"243",2012-02-29,"Austria","Finland",3,1,"Friendly",74,71,75,68,71,70,72,67,37,56,53,58,"Organised","Organised",37,53,38,47,49,53,"Organised","Organised",37,30,34,33,24.88,24.96,1,3,7,1,5,-19,-5,-16,-9,-4,7,1,-0.0800000000000018
"244",2012-02-29,"Croatia","Sweden",1,3,"Friendly",78,77,78,75,78,77,74,73,59,49,44,32,"Organised","Organised",74,39,39,33,61,68,"Organised","Organised",61,59,61,42,26.64,27.32,0,1,3,1,1,10,12,35,6,-7,2,19,-0.68
"245",2012-02-29,"Russia","Denmark",2,0,"Friendly",79,76,77,73,78,73,76,73,60,65,58,50,"Organised","Organised",63,51,70,38,48,49,"Organised","Organised",42,44,41,47,27.2,26.48,1,3,4,5,3,-5,8,12,32,-1,-2,-6,0.719999999999999
"246",2012-02-29,"England","Netherlands",2,3,"Friendly",83,82,82,81,83,81,81,75,63,29,49,34,"Organised","Organised",67,45,51,67,51,66,"Organised","Organised",47,49,43,42,26.04,25.84,0,1,1,2,6,34,15,22,-16,-15,-2,1,0.199999999999999
"247",2012-02-29,"Germany","France",1,2,"Friendly",84,83,82,81,84,81,80,82,59,48,40,36,"Organised","Organised",48,52,48,49,63,52,"Organised","Organised",47,46,44,36,23.92,26.16,0,1,1,3,-2,11,4,-4,-1,11,1,8,-2.24
"248",2012-02-29,"Belgium","Greece",1,1,"Friendly",79,75,76,73,77,73,78,75,48,26,53,39,"Organised","Organised",57,60,56,47,46,52,"Organised","Organised",42,23,48,24,23.88,26.16,0,4,3,4,3,22,14,-3,9,-6,19,24,-2.28
"249",2012-02-29,"Hungary","Bulgaria",1,1,"Friendly",72,71,68,69,70,68,67,67,52,54,53,54,"Organised","Organised",67,63,38,52,43,33,"Organised","Organised",43,30,32,48,26.52,26.16,0,1,-1,2,0,-2,-1,4,-14,10,13,-16,0.359999999999999
"250",2012-02-29,"Italy","USA",0,1,"Friendly",83,75,83,70,82,74,80,72,45,35,35,55,"Organised","Organised",65,50,65,65,50,35,"Organised","Organised",55,35,45,35,26.88,25.44,0,8,13,8,8,10,-20,15,0,15,20,10,1.44
"251",2012-02-29,"Colombia","Mexico",2,0,"Friendly",77,76,77,76,74,73,72,74,50,53,35,54,"Organised","Organised",50,58,50,68,65,40,"Organised","Organised",55,58,45,46,26.08,26.08,1,1,1,1,-2,-3,-19,-8,-18,25,-3,-1,0
"252",2012-02-29,"Norway","Northern Ireland",3,0,"Friendly",74,71,73,65,73,69,73,70,70,60,59,56,"Organised","Organised",52,45,68,50,61,62,"Organised","Organised",47,50,33,40,26.52,25.32,1,3,8,4,3,10,3,7,18,-1,-3,-7,1.2
"253",2012-02-29,"Portugal","Poland",0,0,"Friendly",82,76,80,74,80,74,79,72,49,50,31,39,"Organised","Organised",52,42,28,33,48,42,"Organised","Organised",47,38,47,37,26.76,25.48,0,6,6,6,7,-1,-8,10,-5,6,9,10,1.28
"254",2012-02-29,"Uruguay","Romania",1,1,"Friendly",79,73,81,74,74,69,77,69,75,51,55,56,"Organised","Organised",50,55,65,48,50,55,"Free Form","Organised",55,42,45,35,26.76,26.08,0,6,7,5,8,24,-1,-5,17,-5,13,10,0.680000000000003
"255",2012-02-29,"Slovenia","Scotland",1,1,"Friendly",74,74,72,73,72,73,68,73,70,40,50,45,"Organised","Organised",67,55,70,40,43,55,"Organised","Organised",59,50,42,40,26.44,26.48,0,0,-1,-1,-5,30,5,12,30,-12,9,2,-0.0399999999999991
"256",2012-02-29,"Argentina","Switzerland",3,1,"Friendly",82,76,86,71,79,74,77,74,32,41,39,47,"Free Form","Organised",36,45,41,37,68,32,"Free Form","Organised",55,45,60,47,25.8,24.04,1,6,15,5,3,-9,-8,-9,4,36,10,13,1.76
"257",2012-03-21,"Chile","Peru",3,1,"Copa del Pacífico",76,74,76,69,74,71,70,66,62,50,42,51,"Organised","Organised",50,50,65,35,54,65,"Organised","Organised",44,45,35,55,25.8,26.32,1,2,7,3,4,12,-9,0,30,-11,-1,-20,-0.52
"258",2012-04-11,"Chile","Peru",3,0,"Copa del Pacífico",76,74,76,69,74,71,70,66,62,50,42,51,"Organised","Organised",50,50,65,35,54,65,"Organised","Organised",44,45,35,55,25.8,26.32,1,2,7,3,4,12,-9,0,30,-11,-1,-20,-0.52
"259",2012-05-20,"Cameroon","Egypt",1,2,"Friendly",76,69,74,66,73,67,75,67,40,54,44,57,"Organised","Organised",68,53,52,37,50,52,"Organised","Organised",48,37,58,37,24.52,27.6,0,7,8,6,8,-14,-13,15,15,-2,11,21,-3.08
"260",2012-05-25,"Russia","Uruguay",1,1,"Friendly",79,79,77,81,78,74,76,77,60,75,58,55,"Organised","Organised",63,50,70,65,48,50,"Organised","Free Form",42,55,41,45,27.2,26.76,0,0,-4,4,-1,-15,3,13,5,-2,-13,-4,0.439999999999998
"261",2012-05-26,"Brazil","Denmark",3,1,"Friendly",83,76,83,73,81,73,83,73,61,65,37,50,"Organised","Organised",44,51,57,38,54,49,"Organised","Organised",42,44,61,47,25.6,26.48,1,7,10,8,10,-4,-13,-7,19,5,-2,14,-0.879999999999999
"262",2012-05-26,"Turkey","Finland",2,3,"Friendly",77,71,74,68,78,70,73,67,40,56,33,58,"Organised","Organised",49,53,48,47,39,53,"Organised","Organised",44,30,50,33,25.16,24.96,0,6,6,8,6,-16,-25,-4,1,-14,14,17,0.199999999999999
"263",2012-05-26,"Greece","Slovenia",1,1,"Friendly",75,74,73,72,73,72,75,68,26,70,39,50,"Organised","Organised",60,67,47,70,52,43,"Organised","Organised",23,59,24,42,26.16,26.44,0,1,1,1,7,-44,-11,-7,-23,9,-36,-18,-0.280000000000001
"264",2012-05-26,"Netherlands","Bulgaria",1,2,"Friendly",82,71,81,69,81,68,75,67,29,54,34,54,"Organised","Organised",45,63,67,52,66,33,"Organised","Organised",49,30,42,48,25.84,26.16,0,11,12,13,8,-25,-20,-18,15,33,19,-6,-0.32
"265",2012-05-26,"England","Norway",1,0,"Friendly",83,74,82,73,83,73,81,73,63,70,49,59,"Organised","Organised",67,52,51,68,51,61,"Organised","Organised",47,47,43,33,26.04,26.52,1,9,9,10,8,-7,-10,15,-17,-10,0,10,-0.48
"266",2012-05-26,"Germany","Switzerland",3,5,"Friendly",84,76,82,71,84,74,80,74,59,41,40,47,"Organised","Organised",48,45,48,37,63,32,"Organised","Organised",47,45,44,47,23.92,24.04,0,8,11,10,6,18,-7,3,11,31,2,-3,-0.119999999999997
"267",2012-05-26,"USA","Scotland",5,1,"Friendly",75,74,70,73,74,73,72,73,35,40,55,45,"Organised","Organised",50,55,65,40,35,55,"Organised","Organised",35,50,35,40,25.44,26.48,1,1,-3,1,-1,-5,10,-5,25,-20,-15,-5,-1.04
"268",2012-05-29,"Turkey","Bulgaria",2,0,"Friendly",77,71,74,69,78,68,73,67,40,54,33,54,"Organised","Organised",49,63,48,52,39,33,"Organised","Organised",44,30,50,48,25.16,26.16,1,6,5,10,6,-14,-21,-14,-4,6,14,2,-1
"269",2012-05-30,"Spain","Korea Republic",4,1,"Friendly",87,71,84,72,86,70,83,68,37,66,40,57,"Organised","Organised",37,50,41,78,56,45,"Free Form","Organised",50,48,37,61,26.04,24.2,1,16,12,16,15,-29,-17,-13,-37,11,2,-24,1.84
"270",2012-05-30,"Switzerland","Romania",0,1,"Friendly",76,73,71,74,74,69,74,69,41,51,47,56,"Organised","Organised",45,55,37,48,32,55,"Organised","Organised",45,42,47,35,24.04,26.08,0,3,-3,5,5,-10,-9,-10,-11,-23,3,12,-2.04
"271",2012-05-30,"Brazil","USA",4,1,"Friendly",83,75,83,70,81,74,83,72,61,35,37,55,"Organised","Organised",44,50,57,65,54,35,"Organised","Organised",42,35,61,35,25.6,25.44,1,8,13,7,11,26,-18,-6,-8,19,7,26,0.16
"272",2012-06-01,"Italy","Russia",0,3,"Friendly",83,79,83,77,82,78,80,76,45,60,35,58,"Organised","Organised",65,63,65,70,50,48,"Organised","Organised",55,42,45,41,26.88,27.2,0,4,6,4,4,-15,-23,2,-5,2,13,4,-0.32
"273",2012-06-02,"Argentina","Ecuador",4,0,"FIFA World Cup qualification",82,73,86,72,79,73,77,67,32,50,39,50,"Free Form","Organised",36,50,41,65,68,50,"Free Form","Organised",55,55,60,35,25.8,25.6,1,9,14,6,10,-18,-11,-14,-24,18,0,25,0.199999999999999
"274",2012-06-02,"Denmark","Australia",2,0,"Friendly",76,72,73,70,73,69,73,68,65,39,50,59,"Organised","Organised",51,78,38,22,49,30,"Organised","Organised",44,39,47,34,26.48,27.16,1,4,3,4,5,26,-9,-27,16,19,5,13,-0.68
"275",2012-06-02,"England","Belgium",1,0,"Friendly",83,79,82,76,83,77,81,78,63,48,49,53,"Organised","Organised",67,57,51,56,51,46,"Organised","Organised",47,42,43,48,26.04,23.88,1,4,6,6,3,15,-4,10,-5,5,5,-5,2.16
"276",2012-06-02,"Netherlands","Northern Ireland",6,0,"Friendly",82,71,81,65,81,69,75,70,29,60,34,56,"Organised","Organised",45,45,67,50,66,62,"Organised","Organised",49,50,42,40,25.84,25.32,1,11,16,12,5,-31,-22,0,17,4,-1,2,0.52
"277",2012-06-02,"Croatia","Norway",1,1,"Friendly",78,74,78,73,78,73,74,73,59,70,44,59,"Organised","Organised",74,52,39,68,61,61,"Organised","Organised",61,47,61,33,26.64,26.52,0,4,5,5,1,-11,-15,22,-29,0,14,28,0.120000000000001
"278",2012-06-02,"Portugal","Turkey",1,3,"Friendly",82,77,80,74,80,78,79,73,49,40,31,33,"Organised","Organised",52,49,28,48,48,39,"Organised","Organised",47,44,47,50,26.76,25.16,0,5,6,2,6,9,-2,3,-20,9,3,-3,1.6
"279",2012-06-03,"Brazil","Mexico",0,2,"Friendly",83,76,83,76,81,73,83,74,61,53,37,54,"Organised","Organised",44,58,57,68,54,40,"Organised","Organised",42,58,61,46,25.6,26.08,0,7,7,8,9,8,-17,-14,-11,14,-16,15,-0.479999999999997
"280",2012-06-03,"Colombia","Peru",1,0,"FIFA World Cup qualification",77,74,77,69,74,71,72,66,50,50,35,51,"Organised","Organised",50,50,50,35,65,65,"Organised","Organised",55,45,45,55,26.08,26.32,1,3,8,3,6,0,-16,0,15,0,10,-10,-0.240000000000002
"281",2012-06-04,"Ireland","Hungary",0,0,"Friendly",77,72,75,68,74,70,72,67,45,52,45,53,"Organised","Organised",50,67,40,38,50,43,"Organised","Organised",40,43,40,32,26.72,26.52,0,5,7,4,5,-7,-8,-17,2,7,-3,8,0.199999999999999
"282",2012-06-05,"Austria","Romania",0,0,"Friendly",74,73,75,74,71,69,72,69,37,51,53,56,"Organised","Organised",37,55,38,48,49,55,"Organised","Organised",37,42,34,35,24.88,26.08,0,1,1,2,3,-14,-3,-18,-10,-6,-5,-1,-1.2
"283",2012-06-08,"Poland","Greece",1,1,"UEFA Euro",76,75,74,73,74,73,72,75,50,26,39,39,"Organised","Organised",42,60,33,47,42,52,"Organised","Organised",38,23,37,24,25.48,26.16,0,1,1,1,-3,24,0,-18,-14,-10,15,13,-0.68
"284",2012-06-09,"Brazil","Argentina",3,4,"Friendly",83,82,83,86,81,79,83,77,61,32,37,39,"Organised","Free Form",44,36,57,41,54,68,"Organised","Free Form",42,55,61,60,25.6,25.8,0,1,-3,2,6,29,-2,8,16,-14,-13,1,-0.199999999999999
"285",2012-06-09,"Germany","Portugal",1,0,"UEFA Euro",84,82,82,80,84,80,80,79,59,49,40,31,"Organised","Organised",48,52,48,28,63,48,"Organised","Organised",47,47,44,47,23.92,26.76,1,2,2,4,1,10,9,-4,20,15,0,-3,-2.84
"286",2012-06-09,"Netherlands","Denmark",0,1,"UEFA Euro",82,76,81,73,81,73,75,73,29,65,34,50,"Organised","Organised",45,51,67,38,66,49,"Organised","Organised",49,44,42,47,25.84,26.48,0,6,8,8,2,-36,-16,-6,29,17,5,-5,-0.640000000000001
"287",2012-06-10,"Colombia","Ecuador",0,1,"FIFA World Cup qualification",77,73,77,72,74,73,72,67,50,50,35,50,"Organised","Organised",50,50,50,65,65,50,"Organised","Organised",55,55,45,35,26.08,25.6,0,4,5,1,5,0,-15,0,-15,15,0,10,0.479999999999997
"288",2012-06-10,"Croatia","Ireland",3,1,"UEFA Euro",78,77,78,75,78,74,74,72,59,45,44,45,"Organised","Organised",74,50,39,40,61,50,"Organised","Organised",61,40,61,40,26.64,26.72,1,1,3,4,2,14,-1,24,-1,11,21,21,-0.0799999999999983
"289",2012-06-10,"Spain","Italy",1,1,"UEFA Euro",87,83,84,83,86,82,83,80,37,45,40,35,"Organised","Organised",37,65,41,65,56,50,"Free Form","Organised",50,55,37,45,26.04,26.88,0,4,1,4,3,-8,5,-28,-24,6,-5,-8,-0.84
"290",2012-06-10,"Uruguay","Peru",4,2,"FIFA World Cup qualification",79,74,81,69,74,71,77,66,75,50,55,51,"Organised","Organised",50,50,65,35,50,65,"Free Form","Organised",55,45,45,55,26.76,26.32,1,5,12,3,11,25,4,0,30,-15,10,-10,0.440000000000001
"291",2012-06-11,"France","England",1,1,"UEFA Euro",83,83,81,82,81,83,82,81,48,63,36,49,"Organised","Organised",52,67,49,51,52,51,"Organised","Organised",46,47,36,43,26.16,26.04,0,0,-1,-2,1,-15,-13,-15,-2,1,-1,-7,0.120000000000001
"292",2012-06-12,"Russia","Poland",1,1,"UEFA Euro",79,76,77,74,78,74,76,72,60,50,58,39,"Organised","Organised",63,42,70,33,48,42,"Organised","Organised",42,38,41,37,27.2,25.48,0,3,3,4,4,10,19,21,37,6,4,4,1.72
"293",2012-06-13,"Portugal","Denmark",3,2,"UEFA Euro",82,76,80,73,80,73,79,73,49,65,31,50,"Organised","Organised",52,51,28,38,48,49,"Organised","Organised",47,44,47,47,26.76,26.48,1,6,7,7,6,-16,-19,1,-10,-1,3,0,0.280000000000001
"294",2012-06-13,"Germany","Netherlands",2,1,"UEFA Euro",84,82,82,81,84,81,80,75,59,29,40,34,"Organised","Organised",48,45,48,67,63,66,"Organised","Organised",47,49,44,42,23.92,25.84,1,2,1,3,5,30,6,3,-19,-3,-2,2,-1.92
"295",2012-06-14,"Italy","Croatia",1,1,"UEFA Euro",83,78,83,78,82,78,80,74,45,59,35,44,"Organised","Organised",65,74,65,39,50,61,"Organised","Organised",55,61,45,61,26.88,26.64,0,5,5,4,6,-14,-9,-9,26,-11,-6,-16,0.239999999999998
"296",2012-06-14,"Spain","Ireland",4,0,"UEFA Euro",87,77,84,75,86,74,83,72,37,45,40,45,"Organised","Organised",37,50,41,40,56,50,"Free Form","Organised",50,40,37,40,26.04,26.72,1,10,9,12,11,-8,-5,-13,1,6,10,-3,-0.68
"297",2012-06-15,"England","Sweden",3,2,"UEFA Euro",83,77,82,75,83,77,81,73,63,49,49,32,"Organised","Organised",67,39,51,33,51,68,"Organised","Organised",47,59,43,42,26.04,27.32,1,6,7,6,8,14,17,28,18,-17,-12,1,-1.28
"298",2012-06-16,"Russia","Greece",0,1,"UEFA Euro",79,75,77,73,78,73,76,75,60,26,58,39,"Organised","Organised",63,60,70,47,48,52,"Organised","Organised",42,23,41,24,27.2,26.16,0,4,4,5,1,34,19,3,23,-4,19,17,1.04
"299",2012-06-17,"Germany","Denmark",2,1,"UEFA Euro",84,76,82,73,84,73,80,73,59,65,40,50,"Organised","Organised",48,51,48,38,63,49,"Organised","Organised",47,44,44,47,23.92,26.48,1,8,9,11,7,-6,-10,-3,10,14,3,-3,-2.56
"300",2012-06-17,"Portugal","Netherlands",2,1,"UEFA Euro",82,82,80,81,80,81,79,75,49,29,31,34,"Organised","Organised",52,45,28,67,48,66,"Organised","Organised",47,49,47,42,26.76,25.84,1,0,-1,-1,4,20,-3,7,-39,-18,-2,5,0.920000000000002
"301",2012-06-18,"Spain","Croatia",1,0,"UEFA Euro",87,78,84,78,86,78,83,74,37,59,40,44,"Organised","Organised",37,74,41,39,56,61,"Free Form","Organised",50,61,37,61,26.04,26.64,1,9,6,8,9,-22,-4,-37,2,-5,-11,-24,-0.600000000000001
"302",2012-06-18,"Italy","Ireland",2,0,"UEFA Euro",83,77,83,75,82,74,80,72,45,45,35,45,"Organised","Organised",65,50,65,40,50,50,"Organised","Organised",55,40,45,40,26.88,26.72,1,6,8,8,8,0,-10,15,25,0,15,5,0.16
"303",2012-06-19,"France","Sweden",0,2,"UEFA Euro",83,77,81,75,81,77,82,73,48,49,36,32,"Organised","Organised",52,39,49,33,52,68,"Organised","Organised",46,59,36,42,26.16,27.32,0,6,6,4,9,-1,4,13,16,-16,-13,-6,-1.16
"304",2012-06-22,"Germany","Greece",4,2,"UEFA Euro",84,75,82,73,84,73,80,75,59,26,40,39,"Organised","Organised",48,60,48,47,63,52,"Organised","Organised",47,23,44,24,23.92,26.16,1,9,9,11,5,33,1,-12,1,11,24,20,-2.24
"305",2012-06-23,"Spain","France",2,0,"UEFA Euro",87,83,84,81,86,81,83,82,37,48,40,36,"Organised","Organised",37,52,41,49,56,52,"Free Form","Organised",50,46,37,36,26.04,26.16,1,4,3,5,1,-11,4,-15,-8,4,4,1,-0.120000000000001
"306",2012-06-24,"England","Italy",0,0,"UEFA Euro",83,83,82,83,83,82,81,80,63,45,49,35,"Organised","Organised",67,65,51,65,51,50,"Organised","Organised",47,55,43,45,26.04,26.88,0,0,-1,1,1,18,14,2,-14,1,-8,-2,-0.84
"307",2012-06-27,"Spain","Portugal",0,0,"UEFA Euro",87,82,84,80,86,80,83,79,37,49,40,31,"Organised","Organised",37,52,41,28,56,48,"Free Form","Organised",50,47,37,47,26.04,26.76,0,5,4,6,4,-12,9,-15,13,8,3,-10,-0.720000000000002
"308",2012-06-28,"Germany","Italy",1,2,"UEFA Euro",84,83,82,83,84,82,80,80,59,45,40,35,"Organised","Organised",48,65,48,65,63,50,"Organised","Organised",47,55,44,45,23.92,26.88,0,1,-1,2,0,14,5,-17,-17,13,-8,-1,-2.96
"309",2012-07-01,"Spain","Italy",4,0,"UEFA Euro",87,83,84,83,86,82,83,80,37,45,40,35,"Organised","Organised",37,65,41,65,56,50,"Free Form","Organised",50,55,37,45,26.04,26.88,1,4,1,4,3,-8,5,-28,-24,6,-5,-8,-0.84
"310",2012-08-15,"Turkey","Austria",0,2,"Friendly",77,74,74,75,78,71,73,72,40,37,33,53,"Organised","Organised",49,37,48,38,39,49,"Organised","Organised",44,37,50,34,25.16,24.88,0,3,-1,7,1,3,-20,12,10,-10,7,16,0.280000000000001
"311",2012-08-15,"Netherlands","Belgium",2,4,"Friendly",82,79,81,76,81,77,75,78,29,48,34,53,"Organised","Organised",45,57,67,56,66,46,"Organised","Organised",49,42,42,48,25.84,23.88,0,3,5,4,-3,-19,-19,-12,11,20,7,-6,1.96
"312",2012-08-15,"Croatia","Switzerland",2,4,"Friendly",78,76,78,71,78,74,74,74,59,41,44,47,"Organised","Organised",74,45,39,37,61,32,"Organised","Organised",61,45,61,47,26.64,24.04,0,2,7,4,0,18,-3,29,2,29,16,14,2.6
"313",2012-08-15,"Chile","Ecuador",0,3,"Friendly",76,73,76,72,74,73,70,67,62,50,42,50,"Organised","Organised",50,50,65,65,54,50,"Organised","Organised",44,55,35,35,25.8,25.6,0,3,4,1,3,12,-8,0,0,4,-11,0,0.199999999999999
"314",2012-08-15,"England","Italy",2,1,"Friendly",83,83,82,83,83,82,81,80,63,45,49,35,"Organised","Organised",67,65,51,65,51,50,"Organised","Organised",47,55,43,45,26.04,26.88,1,0,-1,1,1,18,14,2,-14,1,-8,-2,-0.84
"315",2012-08-15,"France","Uruguay",0,0,"Friendly",83,79,81,81,81,74,82,77,48,75,36,55,"Organised","Organised",52,50,49,65,52,50,"Organised","Free Form",46,55,36,45,26.16,26.76,0,4,0,7,5,-27,-19,2,-16,2,-9,-9,-0.600000000000001
"316",2012-08-15,"Germany","Argentina",1,3,"Friendly",84,82,82,86,84,79,80,77,59,32,40,39,"Organised","Free Form",48,36,48,41,63,68,"Organised","Free Form",47,55,44,60,23.92,25.8,0,2,-4,5,3,27,1,12,7,-5,-8,-16,-1.88
"317",2012-08-15,"Mexico","USA",0,1,"Friendly",76,75,76,70,73,74,74,72,53,35,54,55,"Organised","Organised",58,50,68,65,40,35,"Organised","Organised",58,35,46,35,26.08,25.44,0,1,6,-1,2,18,-1,8,3,5,23,11,0.639999999999997
"318",2012-08-15,"Northern Ireland","Finland",3,3,"Friendly",71,71,65,68,69,70,70,67,60,56,56,58,"Organised","Organised",45,53,50,47,62,53,"Organised","Organised",50,30,40,33,25.32,24.96,0,0,-3,-1,3,4,-2,-8,3,9,20,7,0.359999999999999
"319",2012-08-15,"Greece","Norway",3,2,"Friendly",75,74,73,73,73,73,75,73,26,70,39,59,"Organised","Organised",60,52,47,68,52,61,"Organised","Organised",23,47,24,33,26.16,26.52,1,1,0,0,2,-44,-20,8,-21,-9,-24,-9,-0.359999999999999
"320",2012-08-15,"Russia","Ivory Coast",1,1,"Friendly",79,78,77,80,78,75,76,73,60,66,58,42,"Organised","Organised",63,73,70,59,48,53,"Organised","Organised",42,51,41,51,27.2,26.96,0,1,-3,3,3,-6,16,-10,11,-5,-9,-10,0.239999999999998
"321",2012-08-15,"Scotland","Australia",3,1,"Friendly",74,72,73,70,73,69,73,68,40,39,45,59,"Organised","Organised",55,78,40,22,55,30,"Organised","Organised",50,39,40,34,26.48,27.16,1,2,3,4,5,1,-14,-23,18,25,11,6,-0.68
"322",2012-08-15,"Slovenia","Romania",4,3,"Friendly",74,73,72,74,72,69,68,69,70,51,50,56,"Organised","Organised",67,55,70,48,43,55,"Organised","Organised",59,42,42,35,26.44,26.08,1,1,-2,3,-1,19,-6,12,22,-12,17,7,0.360000000000003
"323",2012-08-15,"Brazil","Sweden",3,0,"Friendly",83,77,83,75,81,77,83,73,61,49,37,32,"Organised","Organised",44,39,57,33,54,68,"Organised","Organised",42,59,61,42,25.6,27.32,1,6,8,4,10,12,5,5,24,-14,-17,19,-1.72
"324",2012-09-07,"Brazil","South Africa",1,0,"Friendly",83,71,83,70,81,71,83,67,61,39,37,37,"Organised","Organised",44,66,57,51,54,57,"Organised","Organised",42,45,61,55,25.6,25.12,1,12,13,10,16,22,0,-22,6,-3,-3,6,0.48
"325",2012-09-07,"Italy","Bulgaria",2,2,"FIFA World Cup qualification",83,71,83,69,82,68,80,67,45,54,35,54,"Organised","Organised",65,63,65,52,50,33,"Organised","Organised",55,30,45,48,26.88,26.16,0,12,14,14,13,-9,-19,2,13,17,25,-3,0.719999999999999
"326",2012-09-07,"Uruguay","Colombia",0,4,"FIFA World Cup qualification",79,77,81,77,74,74,77,72,75,50,55,35,"Organised","Organised",50,50,65,50,50,65,"Free Form","Organised",55,55,45,45,26.76,26.08,0,2,4,0,5,25,20,0,15,-15,0,0,0.680000000000003
"327",2012-09-07,"France","Finland",1,0,"FIFA World Cup qualification",83,71,81,68,81,70,82,67,48,56,36,58,"Organised","Organised",52,53,49,47,52,53,"Organised","Organised",46,30,36,33,26.16,24.96,1,12,13,11,15,-8,-22,-1,2,-1,16,3,1.2
"328",2012-09-07,"Netherlands","Turkey",2,0,"FIFA World Cup qualification",82,77,81,74,81,78,75,73,29,40,34,33,"Organised","Organised",45,49,67,48,66,39,"Organised","Organised",49,44,42,50,25.84,25.16,1,5,7,3,2,-11,1,-4,19,27,5,-8,0.68
"329",2012-09-07,"Russia","Northern Ireland",2,0,"FIFA World Cup qualification",79,71,77,65,78,69,76,70,60,60,58,56,"Organised","Organised",63,45,70,50,48,62,"Organised","Organised",42,50,41,40,27.2,25.32,1,8,12,9,6,0,2,18,20,-14,-8,1,1.88
"330",2012-09-07,"Switzerland","Slovenia",2,0,"FIFA World Cup qualification",76,74,71,72,74,72,74,68,41,70,47,50,"Organised","Organised",45,67,37,70,32,43,"Organised","Organised",45,59,47,42,24.04,26.44,1,2,-1,2,6,-29,-3,-22,-33,-11,-14,5,-2.4
"331",2012-09-11,"Germany","Austria",2,1,"FIFA World Cup qualification",84,74,82,75,84,71,80,72,59,37,40,53,"Organised","Organised",48,37,48,38,63,49,"Organised","Organised",47,37,44,34,23.92,24.88,1,10,7,13,8,22,-13,11,10,14,10,10,-0.959999999999997
"332",2012-09-11,"Belgium","Croatia",1,1,"FIFA World Cup qualification",79,78,76,78,77,78,78,74,48,59,53,44,"Organised","Organised",57,74,56,39,46,61,"Organised","Organised",42,61,48,61,23.88,26.64,0,1,-2,-1,4,-11,9,-17,17,-15,-19,-13,-2.76
"333",2012-09-11,"Colombia","Chile",3,1,"FIFA World Cup qualification",77,76,77,76,74,74,72,70,50,62,35,42,"Organised","Organised",50,50,50,65,65,54,"Organised","Organised",55,44,45,35,26.08,25.8,1,1,1,0,2,-12,-7,0,-15,11,11,10,0.279999999999998
"334",2012-09-11,"Netherlands","Hungary",4,1,"FIFA World Cup qualification",82,72,81,68,81,70,75,67,29,52,34,53,"Organised","Organised",45,67,67,38,66,43,"Organised","Organised",49,43,42,32,25.84,26.52,1,10,13,11,8,-23,-19,-22,29,23,6,10,-0.68
"335",2012-09-11,"Norway","Slovenia",2,1,"FIFA World Cup qualification",74,74,73,72,73,72,73,68,70,70,59,50,"Organised","Organised",52,67,68,70,61,43,"Organised","Organised",47,59,33,42,26.52,26.44,1,0,1,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983
"336",2012-09-11,"Argentina","Peru",1,1,"FIFA World Cup qualification",82,74,86,69,79,71,77,66,32,50,39,51,"Free Form","Organised",36,50,41,35,68,65,"Free Form","Organised",55,45,60,55,25.8,26.32,0,8,17,8,11,-18,-12,-14,6,3,10,5,-0.52
"337",2012-09-11,"Uruguay","Ecuador",1,1,"FIFA World Cup qualification",79,73,81,72,74,73,77,67,75,50,55,50,"Organised","Organised",50,50,65,65,50,50,"Free Form","Organised",55,55,45,35,26.76,25.6,0,6,9,1,10,25,5,0,0,0,0,10,1.16
"338",2012-09-19,"Brazil","Argentina",2,1,"Friendly",83,82,83,86,81,79,83,77,61,32,37,39,"Organised","Free Form",44,36,57,41,54,68,"Organised","Free Form",42,55,61,60,25.6,25.8,1,1,-3,2,6,29,-2,8,16,-14,-13,1,-0.199999999999999
"339",2012-10-12,"Argentina","Uruguay",3,0,"FIFA World Cup qualification",82,79,86,81,79,74,77,77,32,75,39,55,"Free Form","Organised",36,50,41,65,68,50,"Free Form","Free Form",55,55,60,45,25.8,26.76,1,3,5,5,0,-43,-16,-14,-24,18,0,15,-0.960000000000001
"340",2012-10-12,"Denmark","Bulgaria",1,1,"FIFA World Cup qualification",76,71,73,69,73,68,73,67,65,54,50,54,"Organised","Organised",51,63,38,52,49,33,"Organised","Organised",44,30,47,48,26.48,26.16,0,5,4,5,6,11,-4,-12,-14,16,14,-1,0.32
