weak_attack,weak_midfield,weak_deffense,weak_aggression,weak_preassure,wt_id,id
67,71,72,45,55,63146,38643
70,72,72,44,47,53316,42754
76,72,70,45,35,9093,51475
72,69,70,44,33,53743,68983
72,69,68,47,47,44934,41244
77,78,76,50,45,6262,103869
71,72,69,60,52,27528,26566
76,74,75,40,40,12791,17646
73,73,70,45,33,44190,27328
76,76,79,45,51,2076,81898
76,74,72,50,40,56348,72476
70,72,71,47,33,57440,75070
69,69,77,48,57,69352,100627
70,73,72,36,46,28683,75573
66,71,67,35,33,27333,64629
72,73,73,44,47,1204,98962
82,75,72,56,37,52164,35977
85,79,79,47,47,33931,41152
74,75,73,51,38,21175,105279
71,72,69,60,52,39102,75226
72,76,76,63,54,9586,34351
74,72,69,45,35,33110,61192
76,74,72,50,40,59007,93248
73,68,69,47,47,48159,24970
70,72,71,47,33,3729,88948
77,74,76,58,46,5511,75611
70,73,72,36,46,26908,35114
74,74,73,53,48,55098,28722
80,76,75,65,35,34215,97360
66,71,67,35,33,66433,87264
71,72,69,60,52,16332,87518
69,70,68,32,48,61179,33787
73,73,70,45,33,29397,15395
65,68,67,45,35,57953,9755
74,71,67,44,33,58146,106325
63,65,64,45,34,59287,623
72,73,73,45,35,53408,11520
78,77,77,47,47,63418,1960
73,73,70,45,33,36254,20648
65,68,67,45,35,37183,43455
68,68,69,50,40,40587,44682
79,79,80,44,34,67046,89421
80,73,73,59,42,282,6400
74,71,67,44,33,42653,81242
72,73,73,44,47,16743,4889
63,65,64,45,34,64400,84948
73,68,69,47,47,20123,109019
72,73,73,45,35,56456,89512
74,74,73,53,48,37922,104576
82,75,72,56,37,69460,14468
74,72,69,45,35,34776,104448
80,73,73,59,42,6355,95138
65,68,67,45,35,1158,1473
77,78,76,50,45,18425,81151
74,71,67,44,33,51573,91780
76,74,75,40,40,27659,63476
77,74,76,58,46,7692,53251
72,76,76,63,54,65280,21187
76,76,79,45,51,66458,238
74,74,73,53,48,51124,19753
72,73,73,44,47,36787,66619
68,68,69,50,40,67799,80740
74,75,73,51,38,18305,106565
80,76,75,65,35,36508,70869
73,68,69,47,47,56799,42989
76,74,75,40,40,29906,12291
80,73,73,59,42,2394,91381
82,75,72,56,37,355,66083
74,75,73,51,38,13907,6121
68,68,69,50,40,59802,36015
80,76,75,65,35,2483,72465
76,74,75,40,40,44789,7688
73,68,69,47,47,26678,62242
79,79,80,44,34,19138,6622
82,75,74,56,37,32479,58910
74,74,73,53,48,16565,60699
78,79,84,44,34,12799,101861
74,74,73,53,48,12138,68357
82,82,80,46,36,39637,9726
85,80,78,47,47,65487,23155
66,71,67,35,33,63341,42417
78,76,77,47,47,24982,85117
84,75,77,56,44,53707,33138
80,82,77,56,58,14725,52011
61,65,65,45,34,66109,43826
72,72,70,44,33,7640,36325
74,72,69,45,35,15888,10243
79,79,84,44,34,19998,53652
76,72,76,56,35,67501,56464
73,71,71,45,33,16838,51174
68,69,69,50,40,7262,43613
70,72,71,47,33,17578,24622
75,77,75,55,45,4133,52022
61,65,65,45,34,11935,18428
69,66,67,45,35,65455,53268
69,69,67,37,37,64599,47587
76,73,74,59,42,43695,30042
76,77,78,45,51,22032,49309
73,71,71,45,33,59102,82436
72,72,70,44,33,33061,33064
74,74,73,53,48,25790,7406
61,65,65,45,34,52301,98650
74,72,69,45,35,9631,40922
79,79,84,44,34,35792,55984
73,71,71,45,33,13545,16874
69,66,67,45,35,58200,76521
72,72,70,44,33,18524,58062
69,70,68,32,48,9056,9902
73,70,68,47,47,37557,52081
73,74,73,44,47,7189,58214
66,61,66,53,30,29620,50153
74,77,75,55,66,59361,107256
81,78,77,50,48,8390,91423
69,70,68,32,48,44432,99775
73,71,71,45,33,27613,39251
61,65,65,45,34,50721,97575
69,66,67,45,35,14901,105940
75,77,75,55,45,58027,11402
68,69,69,50,40,31645,28832
70,73,72,36,46,27743,37517
72,72,70,44,33,26104,28768
81,78,77,50,48,69363,79054
88,80,77,55,60,41613,56215
75,77,75,55,45,60880,37613
69,66,67,45,35,60966,55841
74,72,69,45,35,29036,51822
61,65,65,45,34,66480,6974
70,72,71,47,33,42341,52661
76,74,72,50,40,21702,83462
76,73,74,59,42,49754,70634
71,72,73,45,35,17137,71537
75,74,75,40,40,53711,42925
70,73,72,36,46,66524,80766
75,77,75,55,45,34855,87894
61,65,65,45,34,14784,30053
80,77,75,65,35,7750,99385
73,74,73,44,47,4803,47078
72,72,70,44,33,51220,100541
81,79,80,47,43,52091,87199
78,77,71,51,55,53408,49756
79,79,84,44,34,31536,49611
69,66,67,45,35,56216,65665
71,72,73,45,35,22924,24599
76,73,74,59,42,11598,14464
75,77,75,55,45,21093,42505
73,68,70,54,57,33695,42810
84,82,81,47,43,58041,39
69,72,67,55,55,19698,99074
80,80,77,65,59,44186,89617
71,68,66,45,34,59265,44442
75,75,71,45,35,22831,81283
85,76,80,56,44,2867,53092
69,69,68,45,35,26355,31977
81,75,76,53,48,42811,29294
76,77,76,51,55,16825,29194
71,70,69,35,33,47763,51985
77,73,77,56,35,44927,99595
69,70,69,34,48,39689,41263
73,73,70,45,47,27054,29217
69,72,72,50,40,58232,63188
75,73,70,45,40,63156,60139
73,76,71,41,50,27872,8001
71,70,69,35,33,8009,37301
71,68,66,45,34,44024,82233
75,75,73,45,33,50825,2851
74,76,73,44,33,35177,97446
75,75,71,45,35,33316,35254
84,84,82,55,52,36265,60765
80,81,80,50,48,55519,12234
69,69,68,45,35,33384,65728
77,76,76,59,42,43764,55800
79,77,76,33,30,52006,22749
76,76,76,40,40,46237,79947
74,75,72,45,33,29863,47868
75,71,71,44,33,37386,6932
76,76,76,40,40,30227,46974
77,77,76,51,55,16751,67451
73,76,74,44,47,67453,12520
72,73,70,45,47,14801,28560
76,79,76,55,66,43830,91108
85,76,80,56,44,53751,97688
79,79,76,55,45,6584,3085
75,71,71,44,33,6498,32445
72,69,68,45,35,34977,69600
87,83,80,64,60,16516,30955
76,76,74,33,30,5380,56748
77,76,76,59,42,56817,18315
72,75,71,47,33,6922,99147
74,71,72,45,40,14218,31820
74,75,71,50,40,63722,12663
76,76,76,40,40,49413,72550
75,75,76,63,54,25391,19972
71,71,71,69,68,62378,30790
71,73,71,54,57,56179,40957
85,81,81,47,43,31046,106832
72,75,71,47,33,42671,76993
74,71,72,45,40,5580,34426
71,73,71,54,57,20206,47908
79,78,74,58,46,22504,81579
71,71,71,69,68,18289,68779
76,76,74,33,30,25160,71212
71,73,71,54,57,15459,89686
79,80,77,65,59,25051,73474
76,76,74,33,30,64492,100843
71,71,71,69,68,2090,78124
71,73,71,54,57,48157,70439
79,80,77,65,59,32636,77954
79,78,74,58,46,14314,91364
74,75,72,45,33,68044,2330
79,80,77,65,59,69314,21369
79,78,74,58,46,14230,47635
74,76,71,45,35,66604,5280
69,70,69,34,48,29498,57926
74,75,72,45,33,30929,62350
81,81,80,50,48,9724,78170
71,67,66,45,34,9077,75209
85,76,80,56,44,28809,24300
76,71,71,44,33,17412,90940
73,75,74,44,47,41781,44957
76,79,76,55,66,14722,42682
82,81,85,44,34,12380,107852
76,75,76,53,48,18239,17945
77,74,78,56,35,22082,94005
72,73,70,45,47,60288,44325
69,70,69,34,48,28219,58196
72,74,71,47,33,30936,6420
69,72,72,50,40,64868,102928
76,71,71,44,33,14929,107017
71,67,66,45,34,63256,104627
79,79,76,55,45,24496,10259
72,70,68,45,35,33188,40683
74,75,72,45,33,50634,47145
71,72,68,70,66,61859,107624
75,67,66,46,44,2723,38837
75,75,70,50,58,16720,3264
75,74,73,54,59,48572,62520
74,75,73,66,74,16810,26763
68,73,73,39,46,70196,33489
74,71,72,34,26,62078,35173
72,74,69,70,43,19578,13660
70,70,69,55,44,39110,80484
72,72,71,52,43,58383,58591
79,72,71,45,40,30363,49825
68,73,73,39,46,45476,19653
74,74,73,49,44,35872,71923
71,72,70,30,25,28353,99935
76,75,76,55,67,47630,37883
79,80,77,55,68,51365,31323
75,75,70,50,58,41843,40657
77,77,76,55,66,58982,72979
74,71,72,34,26,14126,71451
71,72,68,70,66,7818,50999
74,78,76,59,46,6188,17953
75,67,66,46,44,23549,48871
72,75,69,70,43,12060,104876
68,71,73,39,46,49913,7239
79,72,71,45,40,2048,50221
75,75,73,49,44,63952,25403
78,78,75,60,68,26969,52967
82,82,81,55,43,29106,40954
82,72,77,53,44,49591,17039
82,75,77,52,46,1946,58717
73,73,73,42,44,63135,88391
77,76,76,55,66,35041,95526
76,75,75,55,67,34284,48517
68,70,66,80,74,1671,21509
77,76,75,63,44,18588,3198
68,71,73,39,46,69513,68100
70,70,69,55,44,7314,32706
77,76,76,55,66,70354,28736
78,78,75,60,68,61212,102787
78,77,77,70,66,4401,107124
71,70,69,54,49,60940,10675
82,82,81,55,43,51027,46028
84,84,82,47,47,21599,29532
76,75,75,55,67,51764,31190
75,77,74,70,48,53671,21187
79,72,71,45,40,12947,8672
77,76,75,63,44,4221,34277
68,70,66,80,74,16060,56806
77,76,76,55,66,31420,49485
70,69,70,54,49,41331,9854
73,74,74,66,74,44140,4680
80,79,78,41,48,61477,108497
81,86,83,60,66,24682,67708
79,74,79,28,25,19628,4533
87,82,82,66,76,35596,61065
72,75,70,70,43,44358,63989
81,80,80,42,46,12324,71960
74,72,72,62,58,68096,95877
80,72,70,58,44,52692,34179
78,76,76,63,44,46371,63132
75,74,76,55,67,4534,89457
73,74,74,71,75,34653,85304
71,68,67,80,74,40506,98905
77,76,76,55,66,40439,51506
70,69,70,54,49,12538,16436
81,80,80,42,46,11492,89921
82,72,76,53,44,1874,41427
74,72,72,62,58,14891,8708
73,73,73,42,44,31668,27968
78,80,77,55,68,43185,12238
83,82,81,55,43,10575,59858
86,83,85,73,76,58957,4664
80,72,70,58,44,32000,74144
72,72,71,52,43,9255,88333
72,75,70,70,43,68054,7485
75,72,72,45,40,12076,50395
78,76,76,63,44,58063,50269
87,82,82,66,76,10854,87027
76,75,73,54,59,45962,36606
73,73,73,42,44,47834,42005
