date,strong_team,weak_team,win,tournament,strong_team/other-data/decision-trees-split/football/strong_team.csv,strong_score,strong_overall,strong_avg_age,dif_overall,dif_attack,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,weak_team/other-data/decision-trees-split/football/weak_team.csv,weak_score,weak_overall,weak_avg_age,weak_bu_speed,weak_bu_passing,weak_bu_positioning,weak_attack,weak_deffense,weak_aggression,weak_preassure,weak_cc_crossing,weak_cc_passing,weak_cc_shooting,weak_cc_positioning,strong_bu_speed,strong_bu_passing,strong_bu_positioning,strong_attack,strong_deffense,strong_aggression,strong_preassure,strong_cc_crossing,strong_cc_passing,strong_cc_shooting,strong_cc_positioning
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,83,80,55,45,65,65,50,Organised,59,40,Organised,85,79,47,47,52,30,48,Free Form
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,83,80,55,45,65,65,50,Organised,55,31,Organised,82,80,47,44,48,48,63,Organised
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,83,80,55,45,65,65,50,Organised,55,31,Organised,85,79,47,47,52,30,48,Free Form
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,68,69,50,40,45,50,62,Organised,59,40,Organised,82,80,47,44,48,48,63,Organised
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,68,69,50,40,45,50,62,Organised,59,40,Organised,85,79,47,47,52,30,48,Free Form
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,68,69,50,40,45,50,62,Organised,55,31,Organised,82,80,47,44,48,48,63,Organised
2012-06-28,Germany,Italy,0,UEFA Euro,Germany,1,84,23.92,1,-1,0,14,5,-17,-17,13,-8,-1,-2.96,Italy,2,83,26.88,57,55,Organised,68,69,50,40,45,50,62,Organised,55,31,Organised,85,79,47,47,52,30,48,Free Form
2012-07-01,Spain,Italy,1,UEFA Euro,Spain,4,87,26.04,4,1,3,-8,5,-28,-24,6,-5,-8,-0.84,Italy,0,83,26.88,45,35,Organised,83,80,55,45,65,65,50,Organised,37,40,Organised,84,83,50,37,37,41,56,Free Form
2012-07-01,Spain,Italy,1,UEFA Euro,Spain,4,87,26.04,4,1,3,-8,5,-28,-24,6,-5,-8,-0.84,Italy,0,83,26.88,45,35,Organised,83,80,55,45,65,65,50,Organised,37,40,Organised,83,86,45,41,41,38,57,Free Form
2012-07-01,Spain,Italy,1,UEFA Euro,Spain,4,87,26.04,4,1,3,-8,5,-28,-24,6,-5,-8,-0.84,Italy,0,83,26.88,45,35,Organised,83,80,55,45,65,65,50,Organised,41,38,Organised,84,83,50,37,37,41,56,Free Form
2012-07-01,Spain,Italy,1,UEFA Euro,Spain,4,87,26.04,4,1,3,-8,5,-28,-24,6,-5,-8,-0.84,Italy,0,83,26.88,45,35,Organised,83,80,55,45,65,65,50,Organised,41,38,Organised,83,86,45,41,41,38,57,Free Form
2012-08-15,Turkey,Austria,0,Friendly,Turkey,0,77,25.16,3,-1,1,3,-20,12,10,-10,7,16,0.280000000000001,Austria,2,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,40,33,Organised,74,73,44,50,49,48,39,Organised
2012-08-15,Turkey,Austria,0,Friendly,Turkey,0,77,25.16,3,-1,1,3,-20,12,10,-10,7,16,0.280000000000001,Austria,2,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,40,33,Organised,72,71,47,47,69,40,55,Organised
2012-08-15,Turkey,Austria,0,Friendly,Turkey,0,77,25.16,3,-1,1,3,-20,12,10,-10,7,16,0.280000000000001,Austria,2,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,51,52,Organised,74,73,44,50,49,48,39,Organised
2012-08-15,Turkey,Austria,0,Friendly,Turkey,0,77,25.16,3,-1,1,3,-20,12,10,-10,7,16,0.280000000000001,Austria,2,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,51,52,Organised,72,71,47,47,69,40,55,Organised
2012-08-15,Netherlands,Belgium,0,Friendly,Netherlands,2,82,25.84,3,5,-3,-19,-19,-12,11,20,7,-6,1.96,Belgium,4,79,23.88,48,53,Organised,76,78,42,48,57,56,46,Organised,29,34,Organised,81,75,49,42,45,67,66,Organised
2012-08-15,Croatia,Switzerland,0,Friendly,Croatia,2,78,26.64,2,7,0,18,-3,29,2,29,16,14,2.6,Switzerland,4,76,24.04,41,47,Organised,71,74,45,47,45,37,32,Organised,59,44,Organised,78,74,61,61,74,39,61,Organised
2012-08-15,Chile,Ecuador,0,Friendly,Chile,0,76,25.8,3,4,3,12,-8,0,0,4,-11,0,0.1999999999999989,Ecuador,3,73,25.6,50,50,Organised,72,67,55,35,50,65,50,Organised,62,42,Organised,76,70,44,35,50,65,54,Organised
2012-08-15,England,Italy,1,Friendly,England,2,83,26.04,0,-1,1,18,14,2,-14,1,-8,-2,-0.84,Italy,1,83,26.88,45,35,Organised,83,80,55,45,65,65,50,Organised,63,49,Organised,82,81,47,43,67,51,51,Organised
2012-08-15,France,Uruguay,0,Friendly,France,0,83,26.16,4,0,5,-27,-19,2,-16,2,-9,-9,-0.600000000000001,Uruguay,0,79,26.76,75,55,Organised,81,77,55,45,50,65,50,Free Form,48,36,Organised,81,82,46,36,52,49,52,Organised
2012-08-15,Germany,Argentina,0,Friendly,Germany,1,84,23.92,2,-4,3,27,1,12,7,-5,-8,-16,-1.88,Argentina,3,82,25.8,32,39,Free Form,86,77,55,60,36,41,68,Free Form,59,40,Organised,82,80,47,44,48,48,63,Organised
2012-08-15,Mexico,USA,0,Friendly,Mexico,0,76,26.08,1,6,2,18,-1,8,3,5,23,11,0.6399999999999971,USA,1,75,25.44,35,55,Organised,70,72,35,35,50,65,35,Organised,53,54,Organised,76,74,58,46,58,68,40,Organised
2012-08-15,Northern Ireland,Finland,0,Friendly,Northern Ireland,3,71,25.32,0,-3,3,4,-2,-8,3,9,20,7,0.3599999999999989,Finland,3,71,24.96,56,58,Organised,68,67,30,33,53,47,53,Organised,60,56,Organised,65,70,50,40,45,50,62,Organised
2012-08-15,Northern Ireland,Finland,0,Friendly,Northern Ireland,3,71,25.32,0,-3,3,4,-2,-8,3,9,20,7,0.3599999999999989,Finland,3,71,24.96,56,58,Organised,68,67,30,33,53,47,53,Organised,60,56,Organised,82,77,53,44,49,63,67,Organised
2012-08-15,Northern Ireland,Finland,0,Friendly,Northern Ireland,3,71,25.32,0,-3,3,4,-2,-8,3,9,20,7,0.3599999999999989,Finland,3,71,24.96,56,58,Organised,68,67,30,33,53,47,53,Organised,72,68,Organised,65,70,50,40,45,50,62,Organised
2012-08-15,Northern Ireland,Finland,0,Friendly,Northern Ireland,3,71,25.32,0,-3,3,4,-2,-8,3,9,20,7,0.3599999999999989,Finland,3,71,24.96,56,58,Organised,68,67,30,33,53,47,53,Organised,72,68,Organised,82,77,53,44,49,63,67,Organised
2012-08-15,Greece,Norway,1,Friendly,Greece,3,75,26.16,1,0,2,-44,-20,8,-21,-9,-24,-9,-0.3599999999999989,Norway,2,74,26.52,70,59,Organised,73,73,47,33,52,68,61,Organised,26,39,Organised,73,75,23,24,60,47,52,Organised
2012-08-15,Russia,Ivory Coast,0,Friendly,Russia,1,79,27.2,1,-3,3,-6,16,-10,11,-5,-9,-10,0.239999999999998,Ivory Coast,1,78,26.96,66,42,Organised,80,73,51,51,73,59,53,Organised,60,58,Organised,77,76,42,41,63,70,48,Organised
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,40,45,Organised,73,73,50,40,55,40,55,Organised
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,40,45,Organised,82,74,56,37,47,36,56,Free Form
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,40,45,Organised,86,80,58,66,58,54,62,Free Form
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,55,35,Free Form,73,73,50,40,55,40,55,Organised
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,55,35,Free Form,82,74,56,37,47,36,56,Free Form
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,55,35,Free Form,86,80,58,66,58,54,62,Free Form
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,51,50,Organised,73,73,50,40,55,40,55,Organised
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,51,50,Organised,82,74,56,37,47,36,56,Free Form
2012-08-15,Scotland,Australia,1,Friendly,Scotland,3,74,26.48,2,3,5,1,-14,-23,18,25,11,6,-0.68,Australia,1,72,27.16,39,59,Organised,70,68,39,34,78,22,30,Organised,51,50,Organised,86,80,58,66,58,54,62,Free Form
2012-08-15,Slovenia,Romania,1,Friendly,Slovenia,4,74,26.44,1,-2,-1,19,-6,12,22,-12,17,7,0.360000000000003,Romania,3,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,70,50,Organised,72,68,59,42,67,70,43,Organised
2012-08-15,Brazil,Sweden,1,Friendly,Brazil,3,83,25.6,6,8,10,12,5,5,24,-14,-17,19,-1.72,Sweden,0,77,27.32,49,32,Organised,75,73,59,42,39,33,68,Organised,61,37,Organised,83,83,42,61,44,57,54,Organised
2012-09-07,Brazil,South Africa,1,Friendly,Brazil,1,83,25.6,12,13,16,22,0,-22,6,-3,-3,6,0.48,South Africa,0,71,25.12,39,37,Organised,70,67,45,55,66,51,57,Organised,61,37,Organised,83,83,42,61,44,57,54,Organised
2012-09-07,Italy,Bulgaria,0,FIFA World Cup qualification,Italy,2,83,26.88,12,14,13,-9,-19,2,13,17,25,-3,0.719999999999999,Bulgaria,2,71,26.16,54,54,Organised,69,67,30,48,63,52,33,Organised,45,35,Organised,83,80,55,45,65,65,50,Organised
2012-09-07,Uruguay,Colombia,0,FIFA World Cup qualification,Uruguay,0,79,26.76,2,4,5,25,20,0,15,-15,0,0,0.6800000000000029,Colombia,4,77,26.08,50,35,Organised,77,72,55,45,50,50,65,Organised,75,55,Organised,81,77,55,45,50,65,50,Free Form
2012-09-07,Uruguay,Colombia,0,FIFA World Cup qualification,Uruguay,0,79,26.76,2,4,5,25,20,0,15,-15,0,0,0.6800000000000029,Colombia,4,77,26.08,50,35,Organised,77,72,55,45,50,50,65,Organised,75,55,Organised,73,74,44,47,56,53,52,Organised
2012-09-07,Uruguay,Colombia,0,FIFA World Cup qualification,Uruguay,0,79,26.76,2,4,5,25,20,0,15,-15,0,0,0.6800000000000029,Colombia,4,77,26.08,50,35,Organised,77,72,55,45,50,50,65,Organised,47,50,Organised,81,77,55,45,50,65,50,Free Form
2012-09-07,Uruguay,Colombia,0,FIFA World Cup qualification,Uruguay,0,79,26.76,2,4,5,25,20,0,15,-15,0,0,0.6800000000000029,Colombia,4,77,26.08,50,35,Organised,77,72,55,45,50,50,65,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2012-09-07,France,Finland,1,FIFA World Cup qualification,France,1,83,26.16,12,13,15,-8,-22,-1,2,-1,16,3,1.2,Finland,0,71,24.96,56,58,Organised,68,67,30,33,53,47,53,Organised,48,36,Organised,81,82,46,36,52,49,52,Organised
2012-09-07,Netherlands,Turkey,1,FIFA World Cup qualification,Netherlands,2,82,25.84,5,7,2,-11,1,-4,19,27,5,-8,0.68,Turkey,0,77,25.16,40,33,Organised,74,73,44,50,49,48,39,Organised,29,34,Organised,81,75,49,42,45,67,66,Organised
2012-09-07,Russia,Northern Ireland,1,FIFA World Cup qualification,Russia,2,79,27.2,8,12,6,0,2,18,20,-14,-8,1,1.88,Northern Ireland,0,71,25.32,60,56,Organised,65,70,50,40,45,50,62,Organised,60,58,Organised,77,76,42,41,63,70,48,Organised
2012-09-07,Switzerland,Slovenia,1,FIFA World Cup qualification,Switzerland,2,76,24.04,2,-1,6,-29,-3,-22,-33,-11,-14,5,-2.4,Slovenia,0,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,41,47,Organised,71,74,45,47,45,37,32,Organised
2012-09-07,Switzerland,Slovenia,1,FIFA World Cup qualification,Switzerland,2,76,24.04,2,-1,6,-29,-3,-22,-33,-11,-14,5,-2.4,Slovenia,0,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,41,47,Organised,78,75,47,47,66,64,49,Organised
2012-09-07,Switzerland,Slovenia,1,FIFA World Cup qualification,Switzerland,2,76,24.04,2,-1,6,-29,-3,-22,-33,-11,-14,5,-2.4,Slovenia,0,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,45,45,Organised,71,74,45,47,45,37,32,Organised
2012-09-07,Switzerland,Slovenia,1,FIFA World Cup qualification,Switzerland,2,76,24.04,2,-1,6,-29,-3,-22,-33,-11,-14,5,-2.4,Slovenia,0,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,45,45,Organised,78,75,47,47,66,64,49,Organised
2012-09-11,Germany,Austria,1,FIFA World Cup qualification,Germany,2,84,23.92,10,7,8,22,-13,11,10,14,10,10,-0.959999999999997,Austria,1,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,59,40,Organised,82,80,47,44,48,48,63,Organised
2012-09-11,Belgium,Croatia,0,FIFA World Cup qualification,Belgium,1,79,23.88,1,-2,4,-11,9,-17,17,-15,-19,-13,-2.76,Croatia,1,78,26.64,59,44,Organised,78,74,61,61,74,39,61,Organised,48,53,Organised,76,78,42,48,57,56,46,Organised
2012-09-11,Belgium,Croatia,0,FIFA World Cup qualification,Belgium,1,79,23.88,1,-2,4,-11,9,-17,17,-15,-19,-13,-2.76,Croatia,1,78,26.64,59,44,Organised,78,74,61,61,74,39,61,Organised,48,53,Organised,78,74,44,50,49,48,39,Organised
2012-09-11,Belgium,Croatia,0,FIFA World Cup qualification,Belgium,1,79,23.88,1,-2,4,-11,9,-17,17,-15,-19,-13,-2.76,Croatia,1,78,26.64,59,44,Organised,78,74,61,61,74,39,61,Organised,40,33,Organised,76,78,42,48,57,56,46,Organised
2012-09-11,Belgium,Croatia,0,FIFA World Cup qualification,Belgium,1,79,23.88,1,-2,4,-11,9,-17,17,-15,-19,-13,-2.76,Croatia,1,78,26.64,59,44,Organised,78,74,61,61,74,39,61,Organised,40,33,Organised,78,74,44,50,49,48,39,Organised
2012-09-11,Colombia,Chile,1,FIFA World Cup qualification,Colombia,3,77,26.08,1,1,2,-12,-7,0,-15,11,11,10,0.279999999999998,Chile,1,76,25.8,62,42,Organised,76,70,44,35,50,65,54,Organised,50,35,Organised,77,72,55,45,50,50,65,Organised
2012-09-11,Netherlands,Hungary,1,FIFA World Cup qualification,Netherlands,4,82,25.84,10,13,8,-23,-19,-22,29,23,6,10,-0.68,Hungary,1,72,26.52,52,53,Organised,68,67,43,32,67,38,43,Organised,29,34,Organised,81,75,49,42,45,67,66,Organised
2012-09-11,Norway,Slovenia,1,FIFA World Cup qualification,Norway,2,74,26.52,0,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983,Slovenia,1,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,67,30,Organised,83,80,30,30,60,55,40,Organised
2012-09-11,Norway,Slovenia,1,FIFA World Cup qualification,Norway,2,74,26.52,0,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983,Slovenia,1,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,67,30,Organised,73,73,47,33,52,68,61,Organised
2012-09-11,Norway,Slovenia,1,FIFA World Cup qualification,Norway,2,74,26.52,0,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983,Slovenia,1,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,70,59,Organised,83,80,30,30,60,55,40,Organised
2012-09-11,Norway,Slovenia,1,FIFA World Cup qualification,Norway,2,74,26.52,0,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983,Slovenia,1,74,26.44,70,50,Organised,72,68,59,42,67,70,43,Organised,70,59,Organised,73,73,47,33,52,68,61,Organised
2012-09-11,Argentina,Peru,0,FIFA World Cup qualification,Argentina,1,82,25.8,8,17,11,-18,-12,-14,6,3,10,5,-0.52,Peru,1,74,26.32,50,51,Organised,69,66,45,55,50,35,65,Organised,32,39,Free Form,86,77,55,60,36,41,68,Free Form
2012-09-11,Uruguay,Ecuador,0,FIFA World Cup qualification,Uruguay,1,79,26.76,6,9,10,25,5,0,0,0,0,10,1.16,Ecuador,1,73,25.6,50,50,Organised,72,67,55,35,50,65,50,Organised,75,55,Organised,81,77,55,45,50,65,50,Free Form
2012-09-19,Brazil,Argentina,1,Friendly,Brazil,2,83,25.6,1,-3,6,29,-2,8,16,-14,-13,1,-0.1999999999999989,Argentina,1,82,25.8,32,39,Free Form,86,77,55,60,36,41,68,Free Form,61,37,Organised,83,83,42,61,44,57,54,Organised
2012-10-12,Argentina,Uruguay,1,FIFA World Cup qualification,Argentina,3,82,25.8,3,5,0,-43,-16,-14,-24,18,0,15,-0.9600000000000012,Uruguay,0,79,26.76,75,55,Organised,81,77,55,45,50,65,50,Free Form,32,39,Free Form,86,77,55,60,36,41,68,Free Form
2012-10-12,Denmark,Bulgaria,0,FIFA World Cup qualification,Denmark,1,76,26.48,5,4,6,11,-4,-12,-14,16,14,-1,0.32,Bulgaria,1,71,26.16,54,54,Organised,69,67,30,48,63,52,33,Organised,65,50,Organised,73,73,44,47,51,38,49,Organised
2012-10-12,Chile,Ecuador,0,FIFA World Cup qualification,Chile,1,76,25.8,3,4,3,12,-8,0,0,4,-11,0,0.1999999999999989,Ecuador,3,73,25.6,50,50,Organised,72,67,55,35,50,65,50,Organised,62,42,Organised,76,70,44,35,50,65,54,Organised
2012-10-12,Germany,Ireland,1,FIFA World Cup qualification,Germany,6,84,23.92,7,7,8,14,-5,-2,8,13,7,4,-2.8,Ireland,1,77,26.72,45,45,Organised,75,72,40,40,50,40,50,Organised,59,40,Organised,82,80,47,44,48,48,63,Organised
2012-10-12,Poland,South Africa,1,Friendly,Poland,1,76,25.48,5,4,5,11,2,-24,-18,-15,-7,-18,0.3599999999999989,South Africa,0,71,25.12,39,37,Organised,70,67,45,55,66,51,57,Organised,50,39,Organised,74,72,38,37,42,33,42,Organised
2012-10-12,Poland,South Africa,1,Friendly,Poland,1,76,25.48,5,4,5,11,2,-24,-18,-15,-7,-18,0.3599999999999989,South Africa,0,71,25.12,39,37,Organised,70,67,45,55,66,51,57,Organised,50,39,Organised,88,80,64,60,36,34,68,Free Form
2012-10-12,Poland,South Africa,1,Friendly,Poland,1,76,25.48,5,4,5,11,2,-24,-18,-15,-7,-18,0.3599999999999989,South Africa,0,71,25.12,39,37,Organised,70,67,45,55,66,51,57,Organised,32,39,Organised,74,72,38,37,42,33,42,Organised
2012-10-12,Poland,South Africa,1,Friendly,Poland,1,76,25.48,5,4,5,11,2,-24,-18,-15,-7,-18,0.3599999999999989,South Africa,0,71,25.12,39,37,Organised,70,67,45,55,66,51,57,Organised,32,39,Organised,88,80,64,60,36,34,68,Free Form
2012-10-12,Portugal,Russia,0,FIFA World Cup qualification,Portugal,0,82,26.76,3,3,3,-11,-27,-11,-42,0,5,6,-0.439999999999998,Russia,1,79,27.2,60,58,Organised,77,76,42,41,63,70,48,Organised,49,31,Organised,80,79,47,47,52,28,48,Organised
2012-10-12,Switzerland,Norway,0,FIFA World Cup qualification,Switzerland,1,76,24.04,2,-2,1,-29,-12,-7,-31,-29,-2,14,-2.48,Norway,1,74,26.52,70,59,Organised,73,73,47,33,52,68,61,Organised,41,47,Organised,71,74,45,47,45,37,32,Organised
2012-10-12,Turkey,Romania,0,FIFA World Cup qualification,Turkey,0,77,25.16,4,0,4,-11,-23,-6,0,-16,2,15,-0.919999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,40,33,Organised,74,73,44,50,49,48,39,Organised
2012-10-12,Turkey,Romania,0,FIFA World Cup qualification,Turkey,0,77,25.16,4,0,4,-11,-23,-6,0,-16,2,15,-0.919999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,40,33,Organised,85,80,56,44,34,51,37,Organised
2012-10-12,Turkey,Romania,0,FIFA World Cup qualification,Turkey,0,77,25.16,4,0,4,-11,-23,-6,0,-16,2,15,-0.919999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,36,55,Organised,74,73,44,50,49,48,39,Organised
2012-10-12,Turkey,Romania,0,FIFA World Cup qualification,Turkey,0,77,25.16,4,0,4,-11,-23,-6,0,-16,2,15,-0.919999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,36,55,Organised,85,80,56,44,34,51,37,Organised
2012-10-16,Belgium,Scotland,1,FIFA World Cup qualification,Belgium,2,79,23.88,5,3,5,8,8,2,16,-9,-8,8,-2.6,Scotland,0,74,26.48,40,45,Organised,73,73,50,40,55,40,55,Organised,48,53,Organised,76,78,42,48,57,56,46,Organised
2012-10-16,Argentina,Chile,1,FIFA World Cup qualification,Argentina,2,82,25.8,6,10,7,-30,-3,-14,-24,14,11,25,0.0,Chile,1,76,25.8,62,42,Organised,76,70,44,35,50,65,54,Organised,32,39,Free Form,86,77,55,60,36,41,68,Free Form
2012-10-16,Colombia,Cameroon,1,Friendly,Colombia,3,77,26.08,1,3,-3,10,-9,-18,-2,15,7,-13,1.56,Cameroon,0,76,24.52,40,44,Organised,74,75,48,58,68,52,50,Organised,50,35,Organised,77,72,55,45,50,50,65,Organised
2012-10-16,Germany,Sweden,0,FIFA World Cup qualification,Germany,4,84,23.92,7,7,7,10,8,9,15,-5,-12,2,-3.4,Sweden,4,77,27.32,49,32,Organised,75,73,59,42,39,33,68,Organised,59,40,Organised,82,80,47,44,48,48,63,Organised
2012-10-16,Turkey,Hungary,0,FIFA World Cup qualification,Turkey,1,77,25.16,5,6,6,-12,-20,-18,10,-4,1,18,-1.36,Hungary,3,72,26.52,52,53,Organised,68,67,43,32,67,38,43,Organised,40,33,Organised,74,73,44,50,49,48,39,Organised
2012-10-16,Italy,Denmark,1,FIFA World Cup qualification,Italy,3,83,26.88,7,10,7,-20,-15,14,27,1,11,-2,0.3999999999999989,Denmark,1,76,26.48,65,50,Organised,73,73,44,47,51,38,49,Organised,45,35,Organised,83,80,55,45,65,65,50,Organised
2012-10-16,Portugal,Northern Ireland,0,FIFA World Cup qualification,Portugal,1,82,26.76,11,15,9,-11,-25,7,-22,-14,-3,7,1.44,Northern Ireland,1,71,25.32,60,56,Organised,65,70,50,40,45,50,62,Organised,49,31,Organised,80,79,47,47,52,28,48,Organised
2012-10-16,Netherlands,Romania,1,FIFA World Cup qualification,Netherlands,4,82,25.84,9,7,6,-22,-22,-10,19,11,7,7,-0.239999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,29,34,Organised,81,75,49,42,45,67,66,Organised
2012-10-16,Netherlands,Romania,1,FIFA World Cup qualification,Netherlands,4,82,25.84,9,7,6,-22,-22,-10,19,11,7,7,-0.239999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,29,34,Organised,68,74,44,47,51,38,49,Organised
2012-10-16,Netherlands,Romania,1,FIFA World Cup qualification,Netherlands,4,82,25.84,9,7,6,-22,-22,-10,19,11,7,7,-0.239999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,65,50,Organised,81,75,49,42,45,67,66,Organised
2012-10-16,Netherlands,Romania,1,FIFA World Cup qualification,Netherlands,4,82,25.84,9,7,6,-22,-22,-10,19,11,7,7,-0.239999999999998,Romania,1,73,26.08,51,56,Organised,74,69,42,35,55,48,55,Organised,65,50,Organised,68,74,44,47,51,38,49,Organised
2012-10-16,Spain,France,0,FIFA World Cup qualification,Spain,1,87,26.04,4,3,1,-11,4,-15,-8,4,4,1,-0.1200000000000009,France,1,83,26.16,48,36,Organised,81,82,46,36,52,49,52,Organised,37,40,Organised,84,83,50,37,37,41,56,Free Form
2012-10-17,England,Poland,0,FIFA World Cup qualification,England,1,83,26.04,7,8,9,13,10,25,18,9,9,6,0.559999999999999,Poland,1,76,25.48,50,39,Organised,74,72,38,37,42,33,42,Organised,63,49,Organised,82,81,47,43,67,51,51,Organised
2012-11-14,Ivory Coast,Austria,1,Friendly,Ivory Coast,3,78,26.96,4,5,1,29,-11,36,21,4,14,17,2.08,Austria,0,74,24.88,37,53,Organised,75,72,37,34,37,38,49,Organised,66,42,Organised,80,73,51,51,73,59,53,Organised
2012-11-14,Brazil,Colombia,0,Friendly,Brazil,1,83,25.6,6,6,11,11,2,-6,7,-11,-13,16,-0.479999999999997,Colombia,1,77,26.08,50,35,Organised,77,72,55,45,50,50,65,Organised,61,37,Organised,83,83,42,61,44,57,54,Organised
2012-11-14,Norway,Hungary,1,Friendly,Norway,2,74,26.52,2,5,6,18,6,-15,30,18,4,1,0.0,Hungary,0,72,26.52,52,53,Organised,68,67,43,32,67,38,43,Organised,70,59,Organised,73,73,47,33,52,68,61,Organised
2012-11-14,Ireland,Greece,0,Friendly,Ireland,0,77,26.72,2,2,-3,19,6,-10,-7,-2,17,16,0.559999999999999,Greece,1,75,26.16,26,39,Organised,73,75,23,24,60,47,52,Organised,45,45,Organised,75,72,40,40,50,40,50,Organised
2012-11-14,Ireland,Greece,0,Friendly,Ireland,0,77,26.72,2,2,-3,19,6,-10,-7,-2,17,16,0.559999999999999,Greece,1,75,26.16,26,39,Organised,73,75,23,24,60,47,52,Organised,45,45,Organised,84,77,56,44,34,51,37,Organised
2012-11-14,Ireland,Greece,0,Friendly,Ireland,0,77,26.72,2,2,-3,19,6,-10,-7,-2,17,16,0.559999999999999,Greece,1,75,26.16,26,39,Organised,73,75,23,24,60,47,52,Organised,36,55,Organised,75,72,40,40,50,40,50,Organised
2012-11-14,Ireland,Greece,0,Friendly,Ireland,0,77,26.72,2,2,-3,19,6,-10,-7,-2,17,16,0.559999999999999,Greece,1,75,26.16,26,39,Organised,73,75,23,24,60,47,52,Organised,36,55,Organised,84,77,56,44,34,51,37,Organised
