date,strong_team,weak_team,win,tournament,strong_team/other-data/decision-trees-split/football/strong_team.csv,strong_score,strong_overall,strong_avg_age,dif_overall,dif_attack,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,weak_team/other-data/decision-trees-split/football/weak_team.csv,weak_score,weak_overall,weak_avg_age,weak_bu_speed,weak_bu_passing,weak_bu_positioning,weak_attack,weak_deffense,weak_aggression,weak_preassure,weak_cc_crossing,weak_cc_passing,weak_cc_shooting,weak_cc_positioning,strong_bu_speed,strong_bu_passing,strong_bu_positioning,strong_attack,strong_deffense,strong_aggression,strong_preassure,strong_cc_crossing,strong_cc_passing,strong_cc_shooting,strong_cc_positioning
2017-01-26,Brazil,Colombia,1,Friendly,Brazil,1,83,26.09,7,9,8,12,-1,-8,7,-11,-18,16,1.18,Colombia,0,76,24.91,50,49,Organised,75,75,55,45,50,50,65,Organised,62,48,Organised,84,83,37,61,42,57,54,Organised
2017-02-05,Egypt,Cameroon,0,African Cup of Nations,Egypt,1,72,27.3,2,0,0,14,24,-15,-12,15,-17,-20,3.0,Cameroon,2,70,24.3,40,31,Organised,73,70,54,57,68,58,50,Organised,54,55,Organised,73,70,37,37,53,46,65,Organised
2017-03-22,Germany,England,1,Friendly,Germany,1,85,24.7,3,-2,3,9,-14,-19,-8,12,11,9,-0.6900000000000011,England,0,82,25.39,54,56,Organised,84,81,47,43,67,56,51,Organised,63,42,Organised,82,84,58,52,48,48,63,Organised
2017-03-22,Scotland,Canada,0,Friendly,Scotland,1,74,27.57,6,4,5,-10,-5,5,5,5,-5,-15,0.57,Canada,1,68,27.0,50,50,Organised,69,67,55,55,50,35,50,Organised,40,45,Organised,73,72,50,40,55,40,55,Organised
2017-03-23,Argentina,Chile,1,FIFA World Cup qualification,Argentina,1,83,27.43,4,8,3,-32,1,-6,-29,4,-1,1,-1.22,Chile,0,79,28.65,64,38,Organised,80,77,65,59,42,63,64,Organised,32,39,Organised,88,80,64,60,36,34,68,Free Form
2017-03-23,Colombia,Bolivia,1,FIFA World Cup qualification,Colombia,1,78,26.52,10,9,10,2,-13,18,-16,28,10,11,-2.57,Bolivia,0,68,29.09,48,62,Organised,71,66,45,34,32,66,37,Organised,50,49,Organised,80,76,55,45,50,50,65,Organised
2017-03-23,Paraguay,Ecuador,1,FIFA World Cup qualification,Paraguay,2,75,28.39,1,0,2,-17,-12,-18,-32,-2,0,-2,1.17,Ecuador,1,74,27.22,50,64,Organised,75,71,45,35,50,65,50,Organised,33,52,Organised,75,73,45,33,32,33,48,Organised
2017-03-23,Brazil,Uruguay,1,FIFA World Cup qualification,Brazil,4,84,26.65,4,2,5,26,-7,8,6,17,-19,17,-0.57,Uruguay,1,80,27.22,36,55,Organised,85,80,56,44,34,51,37,Organised,62,48,Organised,87,85,37,61,42,57,54,Organised
2017-03-23,Venezuela,Peru,0,FIFA World Cup qualification,Venezuela,2,74,24.26,5,5,5,-18,-31,-12,-33,-18,-1,-2,-0.959999999999997,Peru,2,69,25.22,50,64,Organised,69,68,45,35,50,65,50,Organised,32,33,Organised,74,73,44,33,38,32,32,Organised
2017-03-24,Ireland,Wales,0,FIFA World Cup qualification,Ireland,0,76,28.3,0,-4,0,-15,4,4,-13,10,-13,-8,1.73,Wales,0,76,26.57,60,44,Organised,81,76,53,48,46,53,40,Organised,45,48,Organised,77,76,40,40,50,40,50,Organised
2017-03-24,Russia,Ivory Coast,0,Friendly,Russia,0,77,26.17,1,3,0,-21,-10,-18,1,-20,-18,-25,1.43,Ivory Coast,2,76,24.74,66,49,Organised,76,76,51,55,73,59,53,Organised,45,39,Organised,79,76,33,30,55,60,33,Organised
2017-03-24,Turkey,Finland,1,FIFA World Cup qualification,Turkey,2,78,26.43,7,7,9,-16,2,-8,11,5,15,12,-0.0500000000000007,Finland,0,71,26.48,56,48,Organised,71,69,35,33,53,47,53,Organised,40,50,Organised,78,78,50,45,45,58,58,Organised
2017-03-25,Belgium,Greece,0,FIFA World Cup qualification,Belgium,1,83,26.09,8,7,7,-14,-22,-30,-24,-16,0,23,0.52,Greece,1,75,25.57,55,60,Organised,77,77,56,35,63,60,62,Organised,41,38,Organised,84,84,56,58,33,36,46,Free Form
2017-03-25,Netherlands,Bulgaria,0,FIFA World Cup qualification,Netherlands,0,80,25.3,10,11,11,-9,-17,-11,-7,6,16,0,-1.4,Bulgaria,2,70,26.7,54,54,Organised,69,69,34,48,63,62,33,Organised,45,37,Organised,80,80,50,48,52,55,39,Organised
2017-03-25,Portugal,Hungary,1,FIFA World Cup qualification,Portugal,3,83,26.0,11,12,12,-4,-19,-10,-28,9,2,0,-0.350000000000001,Hungary,0,72,26.35,61,53,Organised,73,70,45,47,62,62,39,Organised,66,49,Organised,78,70,51,55,73,59,53,Organised
2017-03-25,Portugal,Hungary,1,FIFA World Cup qualification,Portugal,3,83,26.0,11,12,12,-4,-19,-10,-28,9,2,0,-0.350000000000001,Hungary,0,72,26.35,61,53,Organised,73,70,45,47,62,62,39,Organised,66,49,Organised,85,82,47,47,52,34,48,Free Form
2017-03-25,Portugal,Hungary,1,FIFA World Cup qualification,Portugal,3,83,26.0,11,12,12,-4,-19,-10,-28,9,2,0,-0.350000000000001,Hungary,0,72,26.35,61,53,Organised,73,70,45,47,62,62,39,Organised,57,34,Organised,78,70,51,55,73,59,53,Organised
2017-03-25,Portugal,Hungary,1,FIFA World Cup qualification,Portugal,3,83,26.0,11,12,12,-4,-19,-10,-28,9,2,0,-0.350000000000001,Hungary,0,72,26.35,61,53,Organised,73,70,45,47,62,62,39,Organised,57,34,Organised,85,82,47,47,52,34,48,Free Form
2017-03-26,Norway,Northern Ireland,0,FIFA World Cup qualification,Norway,0,74,26.0,3,4,1,6,4,7,18,-1,-3,-7,-1.52,Northern Ireland,2,71,27.52,57,55,Organised,69,72,50,40,45,50,62,Organised,50,50,Organised,72,74,50,50,50,50,50,Organised
2017-03-26,Norway,Northern Ireland,0,FIFA World Cup qualification,Norway,0,74,26.0,3,4,1,6,4,7,18,-1,-3,-7,-1.52,Northern Ireland,2,71,27.52,57,55,Organised,69,72,50,40,45,50,62,Organised,50,50,Organised,73,73,47,33,52,68,61,Organised
2017-03-26,Norway,Northern Ireland,0,FIFA World Cup qualification,Norway,0,74,26.0,3,4,1,6,4,7,18,-1,-3,-7,-1.52,Northern Ireland,2,71,27.52,57,55,Organised,69,72,50,40,45,50,62,Organised,63,59,Organised,72,74,50,50,50,50,50,Organised
2017-03-26,Norway,Northern Ireland,0,FIFA World Cup qualification,Norway,0,74,26.0,3,4,1,6,4,7,18,-1,-3,-7,-1.52,Northern Ireland,2,71,27.52,57,55,Organised,69,72,50,40,45,50,62,Organised,63,59,Organised,73,73,47,33,52,68,61,Organised
2017-03-26,Denmark,Romania,0,FIFA World Cup qualification,Denmark,0,78,24.39,5,1,6,0,6,-7,1,15,10,26,-2.09,Romania,0,73,26.48,55,50,Organised,75,70,45,40,65,45,35,Organised,55,56,Organised,76,76,55,66,58,46,50,Organised
2017-03-26,Scotland,Slovenia,1,FIFA World Cup qualification,Scotland,1,74,27.57,0,0,1,-21,-8,-12,-26,0,9,-10,0.699999999999999,Slovenia,0,74,26.87,61,53,Organised,73,71,41,50,67,66,55,Organised,40,45,Organised,73,72,50,40,55,40,55,Organised
2017-03-28,Austria,Finland,0,Friendly,Austria,1,77,26.17,6,5,7,5,0,1,14,13,28,21,-0.3099999999999989,Finland,1,71,26.48,56,48,Organised,71,69,35,33,53,47,53,Organised,61,48,Organised,76,76,63,54,54,61,66,Organised
2017-03-28,Argentina,Bolivia,0,FIFA World Cup qualification,Argentina,0,83,27.43,15,17,14,-16,-23,4,-32,31,19,26,-1.66,Bolivia,2,68,29.09,48,62,Organised,71,66,45,34,32,66,37,Organised,50,39,Organised,74,72,38,37,42,33,42,Organised
2017-03-28,Argentina,Bolivia,0,FIFA World Cup qualification,Argentina,0,83,27.43,15,17,14,-16,-23,4,-32,31,19,26,-1.66,Bolivia,2,68,29.09,48,62,Organised,71,66,45,34,32,66,37,Organised,50,39,Organised,88,80,64,60,36,34,68,Free Form
2017-03-28,Argentina,Bolivia,0,FIFA World Cup qualification,Argentina,0,83,27.43,15,17,14,-16,-23,4,-32,31,19,26,-1.66,Bolivia,2,68,29.09,48,62,Organised,71,66,45,34,32,66,37,Organised,32,39,Organised,74,72,38,37,42,33,42,Organised
2017-03-28,Argentina,Bolivia,0,FIFA World Cup qualification,Argentina,0,83,27.43,15,17,14,-16,-23,4,-32,31,19,26,-1.66,Bolivia,2,68,29.09,48,62,Organised,71,66,45,34,32,66,37,Organised,32,39,Organised,88,80,64,60,36,34,68,Free Form
2017-03-28,Brazil,Paraguay,1,FIFA World Cup qualification,Brazil,3,84,26.65,9,12,12,29,-4,10,24,6,-8,28,-1.74,Paraguay,0,75,28.39,33,52,Organised,75,73,45,33,32,33,48,Organised,62,48,Organised,87,85,37,61,42,57,54,Organised
2017-03-28,Chile,Venezuela,1,FIFA World Cup qualification,Chile,3,79,28.65,5,6,4,32,5,4,31,32,21,26,4.39,Venezuela,1,74,24.26,32,33,Organised,74,73,44,33,38,32,32,Organised,64,38,Organised,80,77,65,59,42,63,64,Organised
2017-03-28,Colombia,Ecuador,1,FIFA World Cup qualification,Colombia,2,78,26.52,4,5,5,0,-15,0,-15,15,10,10,-0.699999999999999,Ecuador,0,74,27.22,50,64,Organised,75,71,45,35,50,65,50,Organised,50,49,Organised,80,76,55,45,50,50,65,Organised
2017-03-28,Spain,France,1,Friendly,Spain,2,85,27.39,1,-1,4,-11,2,-16,-11,5,-10,-11,1.61,France,0,84,25.78,52,36,Organised,84,82,55,52,57,49,52,Organised,37,40,Organised,84,83,50,37,37,41,56,Free Form
2017-03-28,Spain,France,1,Friendly,Spain,2,85,27.39,1,-1,4,-11,2,-16,-11,5,-10,-11,1.61,France,0,84,25.78,52,36,Organised,84,82,55,52,57,49,52,Organised,37,40,Organised,83,86,45,41,41,38,57,Free Form
2017-03-28,Spain,France,1,Friendly,Spain,2,85,27.39,1,-1,4,-11,2,-16,-11,5,-10,-11,1.61,France,0,84,25.78,52,36,Organised,84,82,55,52,57,49,52,Organised,41,38,Organised,84,83,50,37,37,41,56,Free Form
2017-03-28,Spain,France,1,Friendly,Spain,2,85,27.39,1,-1,4,-11,2,-16,-11,5,-10,-11,1.61,France,0,84,25.78,52,36,Organised,84,82,55,52,57,49,52,Organised,41,38,Organised,83,86,45,41,41,38,57,Free Form
2017-03-28,Italy,Netherlands,1,Friendly,Italy,2,82,26.35,2,0,4,7,17,8,-13,3,-6,-14,1.05,Netherlands,1,80,25.3,45,37,Organised,80,80,50,48,52,55,39,Organised,52,54,Organised,80,84,44,34,60,42,42,Organised
2017-03-28,Uruguay,Peru,0,FIFA World Cup qualification,Uruguay,1,80,27.22,11,16,12,-14,-9,-16,-14,-13,11,9,2.0,Peru,2,69,25.22,50,64,Organised,69,68,45,35,50,65,50,Organised,40,33,Organised,74,73,44,50,49,48,39,Organised
2017-03-28,Uruguay,Peru,0,FIFA World Cup qualification,Uruguay,1,80,27.22,11,16,12,-14,-9,-16,-14,-13,11,9,2.0,Peru,2,69,25.22,50,64,Organised,69,68,45,35,50,65,50,Organised,40,33,Organised,85,80,56,44,34,51,37,Organised
2017-03-28,Uruguay,Peru,0,FIFA World Cup qualification,Uruguay,1,80,27.22,11,16,12,-14,-9,-16,-14,-13,11,9,2.0,Peru,2,69,25.22,50,64,Organised,69,68,45,35,50,65,50,Organised,36,55,Organised,74,73,44,50,49,48,39,Organised
2017-03-28,Uruguay,Peru,0,FIFA World Cup qualification,Uruguay,1,80,27.22,11,16,12,-14,-9,-16,-14,-13,11,9,2.0,Peru,2,69,25.22,50,64,Organised,69,68,45,35,50,65,50,Organised,36,55,Organised,85,80,56,44,34,51,37,Organised
2017-03-28,Portugal,Sweden,0,Friendly,Portugal,2,83,26.0,8,8,6,8,-11,-12,-9,11,-12,5,0.390000000000001,Sweden,3,75,25.61,49,45,Organised,77,76,59,42,64,43,37,Organised,57,34,Organised,85,82,47,47,52,34,48,Free Form
2017-03-28,Belgium,Russia,0,Friendly,Belgium,3,83,26.09,6,5,8,-4,-1,-22,-24,13,23,28,-0.0800000000000018,Russia,3,77,26.17,45,39,Organised,79,76,33,30,55,60,33,Organised,41,38,Organised,84,84,56,58,33,36,46,Free Form
2017-06-01,Mexico,Ireland,1,Friendly,Mexico,3,78,27.26,3,3,-2,8,6,8,28,-13,18,6,-0.959999999999997,Ireland,1,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,53,54,Organised,79,74,58,46,58,68,37,Organised
2017-06-02,France,Paraguay,1,Friendly,France,5,83,24.74,8,8,9,19,-16,25,16,4,10,19,-3.35,Paraguay,0,75,28.09,33,52,Organised,74,72,45,33,32,33,48,Organised,52,36,Organised,82,81,55,52,57,49,52,Organised
2017-06-03,USA,Venezuela,0,Friendly,USA,1,75,26.91,3,0,5,19,13,11,22,4,19,21,3.87,Venezuela,1,72,23.04,32,33,Organised,75,71,44,33,38,32,32,Organised,51,46,Organised,75,76,63,54,49,54,36,Free Form
2017-06-04,Uruguay,Ireland,0,Friendly,Uruguay,1,80,28.09,5,9,4,-9,7,-16,11,-13,16,4,-0.129999999999999,Ireland,3,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,36,55,Organised,85,80,56,44,34,51,37,Organised
2017-06-04,Netherlands,Ivory Coast,1,Friendly,Netherlands,5,81,25.3,5,4,4,-21,-12,-21,-4,-14,-1,-7,0.560000000000002,Ivory Coast,0,76,24.74,66,49,Organised,77,76,51,55,73,59,53,Organised,45,37,Organised,81,80,50,48,52,55,39,Organised
2017-06-05,Belgium,Czech Republic,1,Friendly,Belgium,2,84,26.09,9,12,10,-6,-12,-23,-17,-6,12,11,0.7899999999999989,Czech Republic,1,75,25.3,47,50,Organised,73,74,44,47,56,53,52,Organised,41,38,Organised,85,84,56,58,33,36,46,Free Form
2017-06-05,Russia,Hungary,1,Friendly,Russia,3,76,26.48,4,4,4,-16,-14,-7,-2,-6,-12,-17,0.7400000000000021,Hungary,0,72,25.74,61,53,Organised,72,70,45,47,62,62,39,Organised,45,39,Organised,76,74,33,30,55,60,33,Organised
2017-06-06,Germany,Denmark,0,Friendly,Germany,1,85,24.65,7,6,8,8,-14,-10,2,13,3,-14,-0.18,Denmark,1,78,24.83,55,56,Organised,76,76,55,66,58,46,50,Organised,63,42,Organised,82,84,58,52,48,48,63,Organised
2017-06-07,Italy,Uruguay,1,Friendly,Italy,3,83,26.09,3,-3,5,16,-1,26,-9,5,-12,-10,-2.0,Uruguay,0,80,28.09,36,55,Organised,85,80,56,44,34,51,37,Organised,52,54,Organised,82,85,44,34,60,42,42,Organised
2017-06-07,Spain,Colombia,0,Friendly,Spain,2,85,26.39,7,5,9,-9,-11,-9,-12,-8,-10,-4,-0.219999999999999,Colombia,2,78,26.61,50,49,Organised,79,76,55,45,50,50,65,Organised,41,38,Organised,84,85,45,41,41,38,57,Free Form
2017-06-08,Ecuador,Venezuela,0,Friendly,Ecuador,1,74,27.48,2,-1,0,18,31,12,33,18,1,2,4.44,Venezuela,1,72,23.04,32,33,Organised,75,71,44,33,38,32,32,Organised,50,64,Organised,74,71,45,35,50,65,50,Organised
2017-06-08,Paraguay,Peru,0,Friendly,Paraguay,0,75,28.09,5,2,4,-17,-12,-18,-32,-2,0,-2,3.39,Peru,1,70,24.7,50,64,Organised,72,68,45,35,50,65,50,Organised,33,52,Organised,74,72,45,33,32,33,48,Organised
2017-06-09,Brazil,Argentina,0,Friendly,Brazil,0,84,26.57,1,0,5,30,9,6,23,-14,-27,1,-1.13,Argentina,1,83,27.7,32,39,Organised,87,80,64,60,36,34,68,Free Form,62,48,Organised,87,85,37,61,42,57,54,Organised
2017-06-09,Chile,Russia,0,Friendly,Chile,1,79,28.87,3,3,3,19,-1,-13,3,31,32,29,2.39,Russia,1,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
2017-06-09,France,Sweden,0,FIFA World Cup qualification,France,1,83,24.74,7,5,5,3,-9,-7,6,15,-4,10,-1.0,Sweden,2,76,25.74,49,45,Organised,77,76,59,42,64,43,37,Organised,52,36,Organised,82,81,55,52,57,49,52,Organised
2017-06-10,Czech Republic,Norway,0,FIFA World Cup qualification,Czech Republic,1,75,25.3,2,1,3,-16,-9,4,-15,-9,-3,14,0.390000000000001,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,75,55,Organised,81,77,55,45,50,65,50,Free Form
2017-06-10,Czech Republic,Norway,0,FIFA World Cup qualification,Czech Republic,1,75,25.3,2,1,3,-16,-9,4,-15,-9,-3,14,0.390000000000001,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,75,55,Organised,73,74,44,47,56,53,52,Organised
2017-06-10,Czech Republic,Norway,0,FIFA World Cup qualification,Czech Republic,1,75,25.3,2,1,3,-16,-9,4,-15,-9,-3,14,0.390000000000001,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,47,50,Organised,81,77,55,45,50,65,50,Free Form
2017-06-10,Czech Republic,Norway,0,FIFA World Cup qualification,Czech Republic,1,75,25.3,2,1,3,-16,-9,4,-15,-9,-3,14,0.390000000000001,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2017-06-10,Poland,Romania,1,FIFA World Cup qualification,Poland,3,79,27.17,6,8,5,0,-15,-18,-9,21,11,-3,0.6500000000000021,Romania,1,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,55,35,Free Form,82,77,56,37,47,36,56,Free Form
2017-06-10,England,Scotland,0,FIFA World Cup qualification,England,2,82,24.91,8,11,10,14,11,12,16,-4,-3,3,-2.7,Scotland,2,74,27.61,40,45,Organised,74,71,50,40,55,40,55,Organised,54,56,Organised,85,81,47,43,67,56,51,Organised
2017-06-11,Austria,Ireland,0,FIFA World Cup qualification,Austria,1,77,25.61,2,2,1,16,0,4,21,16,23,14,-2.61,Ireland,1,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,63,40,Organised,84,82,57,44,48,48,63,Organised
2017-06-11,Austria,Ireland,0,FIFA World Cup qualification,Austria,1,77,25.61,2,2,1,16,0,4,21,16,23,14,-2.61,Ireland,1,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,63,40,Organised,78,77,63,54,54,61,66,Organised
2017-06-11,Austria,Ireland,0,FIFA World Cup qualification,Austria,1,77,25.61,2,2,1,16,0,4,21,16,23,14,-2.61,Ireland,1,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,61,48,Organised,84,82,57,44,48,48,63,Organised
2017-06-11,Austria,Ireland,0,FIFA World Cup qualification,Austria,1,77,25.61,2,2,1,16,0,4,21,16,23,14,-2.61,Ireland,1,75,28.22,45,48,Organised,76,76,40,40,50,40,50,Organised,61,48,Organised,78,77,63,54,54,61,66,Organised
2017-06-11,Mexico,USA,0,FIFA World Cup qualification,Mexico,1,78,27.26,3,4,-2,2,8,9,14,1,-5,-8,0.350000000000001,USA,1,75,26.91,51,46,Organised,75,76,63,54,49,54,36,Free Form,53,54,Organised,79,74,58,46,58,68,37,Organised
2017-06-13,Brazil,Australia,1,Friendly,Brazil,4,84,26.57,12,16,14,28,13,-23,10,19,-32,-7,0.9600000000000012,Australia,0,72,25.61,34,35,Organised,71,71,69,68,65,47,35,Organised,62,48,Organised,87,85,37,61,42,57,54,Organised
2017-06-13,Colombia,Cameroon,1,Friendly,Colombia,4,78,26.61,7,8,5,10,18,-18,-8,15,1,-12,2.31,Cameroon,0,71,24.3,40,31,Organised,71,71,54,57,68,58,50,Organised,50,49,Organised,79,76,55,45,50,50,65,Organised
2017-06-13,France,England,1,Friendly,France,3,83,24.74,1,-3,0,-2,-20,-10,-7,1,8,9,-0.1700000000000019,England,2,82,24.91,54,56,Organised,85,81,47,43,67,56,51,Organised,52,36,Organised,82,81,55,52,57,49,52,Organised
2017-06-13,Sweden,Norway,0,Friendly,Sweden,1,76,25.74,3,5,5,-14,-14,12,-25,-24,12,9,0.829999999999998,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,32,39,Organised,84,80,55,60,36,41,68,Free Form
2017-06-13,Sweden,Norway,0,Friendly,Sweden,1,76,25.74,3,5,5,-14,-14,12,-25,-24,12,9,0.829999999999998,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,32,39,Organised,77,76,59,42,64,43,37,Organised
2017-06-13,Sweden,Norway,0,Friendly,Sweden,1,76,25.74,3,5,5,-14,-14,12,-25,-24,12,9,0.829999999999998,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,49,45,Organised,84,80,55,60,36,41,68,Free Form
2017-06-13,Sweden,Norway,0,Friendly,Sweden,1,76,25.74,3,5,5,-14,-14,12,-25,-24,12,9,0.829999999999998,Norway,1,73,24.91,63,59,Organised,72,71,47,33,52,68,61,Organised,49,45,Organised,77,76,59,42,64,43,37,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,52,47,Organised,84,81,49,47,57,51,51,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,52,47,Organised,79,77,65,59,42,63,64,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,52,47,Organised,86,80,58,66,58,54,62,Free Form
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,64,38,Organised,84,81,49,47,57,51,51,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,64,38,Organised,86,80,58,66,58,54,62,Free Form
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,51,50,Organised,84,81,49,47,57,51,51,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,51,50,Organised,79,77,65,59,42,63,64,Organised
2017-06-13,Chile,Romania,0,Friendly,Chile,2,79,28.87,6,5,5,9,-12,-23,18,29,20,19,2.35,Romania,3,73,26.52,55,50,Organised,74,72,45,40,65,45,35,Organised,51,50,Organised,86,80,58,66,58,54,62,Free Form
2017-06-18,Chile,Cameroon,1,Confederations Cup,Chile,2,79,28.87,8,8,6,24,7,-26,5,14,11,2,4.57,Cameroon,0,71,24.3,40,31,Organised,71,71,54,57,68,58,50,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
2017-06-18,Portugal,Mexico,0,Confederations Cup,Portugal,2,83,26.22,5,6,8,4,-20,-6,-34,11,-11,1,-1.04,Mexico,2,78,27.26,53,54,Organised,79,74,58,46,58,68,37,Organised,57,34,Organised,85,82,47,47,52,34,48,Free Form
2017-06-19,Germany,Australia,1,Confederations Cup,Germany,3,85,24.65,13,11,13,29,7,-17,1,28,-11,-16,-0.9600000000000012,Australia,2,72,25.61,34,35,Organised,71,71,69,68,65,47,35,Organised,63,42,Organised,82,84,58,52,48,48,63,Organised
2017-06-21,Portugal,Russia,1,Confederations Cup,Portugal,1,83,26.22,7,9,8,12,-5,-3,-26,15,14,17,-0.2600000000000019,Russia,0,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,66,57,Organised,74,70,48,61,50,78,45,Organised
2017-06-21,Portugal,Russia,1,Confederations Cup,Portugal,1,83,26.22,7,9,8,12,-5,-3,-26,15,14,17,-0.2600000000000019,Russia,0,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,66,57,Organised,85,82,47,47,52,34,48,Free Form
2017-06-21,Portugal,Russia,1,Confederations Cup,Portugal,1,83,26.22,7,9,8,12,-5,-3,-26,15,14,17,-0.2600000000000019,Russia,0,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,57,34,Organised,74,70,48,61,50,78,45,Organised
2017-06-21,Portugal,Russia,1,Confederations Cup,Portugal,1,83,26.22,7,9,8,12,-5,-3,-26,15,14,17,-0.2600000000000019,Russia,0,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,57,34,Organised,85,82,47,47,52,34,48,Free Form
2017-06-22,Australia,Cameroon,0,Confederations Cup,Australia,1,72,25.61,1,0,0,-6,4,-3,-11,-15,15,11,1.31,Cameroon,1,71,24.3,40,31,Organised,71,71,54,57,68,58,50,Organised,34,35,Organised,71,71,69,68,65,47,35,Organised
2017-06-22,Germany,Chile,0,Confederations Cup,Germany,1,85,24.65,6,3,7,-1,4,6,-15,-1,-7,-7,-4.22,Chile,1,79,28.87,64,38,Organised,79,77,65,59,42,63,64,Organised,32,39,Free Form,85,78,55,60,36,41,68,Free Form
2017-06-22,Germany,Chile,0,Confederations Cup,Germany,1,85,24.65,6,3,7,-1,4,6,-15,-1,-7,-7,-4.22,Chile,1,79,28.87,64,38,Organised,79,77,65,59,42,63,64,Organised,32,39,Free Form,82,84,58,52,48,48,63,Organised
2017-06-22,Germany,Chile,0,Confederations Cup,Germany,1,85,24.65,6,3,7,-1,4,6,-15,-1,-7,-7,-4.22,Chile,1,79,28.87,64,38,Organised,79,77,65,59,42,63,64,Organised,63,42,Organised,85,78,55,60,36,41,68,Free Form
2017-06-22,Germany,Chile,0,Confederations Cup,Germany,1,85,24.65,6,3,7,-1,4,6,-15,-1,-7,-7,-4.22,Chile,1,79,28.87,64,38,Organised,79,77,65,59,42,63,64,Organised,63,42,Organised,82,84,58,52,48,48,63,Organised
2017-06-24,Mexico,Russia,1,Confederations Cup,Mexico,2,78,27.26,2,3,0,8,15,3,8,4,25,16,0.780000000000001,Russia,1,76,26.48,45,39,Organised,76,74,33,30,55,60,33,Organised,53,54,Organised,79,74,58,46,58,68,37,Organised
2017-06-25,Chile,Australia,0,Confederations Cup,Chile,1,79,28.87,7,8,6,30,3,-23,16,29,-4,-9,3.26,Australia,1,72,25.61,50,53,Organised,74,74,51,47,55,41,55,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
2017-06-25,Chile,Australia,0,Confederations Cup,Chile,1,79,28.87,7,8,6,30,3,-23,16,29,-4,-9,3.26,Australia,1,72,25.61,50,53,Organised,71,71,69,68,65,47,35,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
2017-06-25,Chile,Australia,0,Confederations Cup,Chile,1,79,28.87,7,8,6,30,3,-23,16,29,-4,-9,3.26,Australia,1,72,25.61,34,35,Organised,74,74,51,47,55,41,55,Organised,64,38,Organised,79,77,65,59,42,63,64,Organised
